date,week,dow,status,total,in,out,101057388,102057388,103057388,104057388
2020-11-14,46,6,33,524,282,242,31,202,251,40
2020-11-15,46,7,33,366,208,158,27,136,181,22
2020-11-16,47,1,32,642,337,305,23,281,314,24
2020-11-17,47,2,32,666,337,329,26,310,311,19
2020-11-18,47,3,32,768,390,378,21,340,369,38
2020-11-19,47,4,32,646,347,299,14,255,333,44
2020-11-20,47,5,32,626,340,286,21,269,319,17
2020-11-21,47,6,33,448,246,202,15,163,231,39
2020-11-22,47,7,33,427,239,188,25,152,214,36
2020-11-23,48,1,32,718,377,341,21,315,356,26
2020-11-24,48,2,32,780,418,362,19,326,399,36
2020-11-25,48,3,32,704,362,342,21,300,341,42
2020-11-26,48,4,32,742,382,360,22,336,360,24
2020-11-27,48,5,32,710,363,347,30,318,333,29
2020-11-28,48,6,33,402,228,174,18,153,210,21
2020-11-29,48,7,33,329,165,164,16,138,149,26
2020-11-30,49,1,32,716,384,332,28,301,356,31
2020-12-01,49,2,32,598,307,291,17,258,290,33
2020-12-02,49,3,32,678,352,326,25,291,327,35
2020-12-03,49,4,32,721,381,340,20,311,361,29
2020-12-04,49,5,32,471,250,221,29,202,221,19
2020-12-05,49,6,33,270,151,119,20,102,131,17
2020-12-06,49,7,33,235,120,115,15,97,105,18
2020-12-07,50,1,32,647,344,303,23,277,321,26
2020-12-08,50,2,32,720,359,361,20,328,339,33
2020-12-09,50,3,32,621,341,280,22,254,319,26
2020-12-10,50,4,32,668,335,333,19,298,316,35
2020-12-11,50,5,32,550,291,259,19,239,272,20
2020-12-12,50,6,33,172,94,78,17,66,77,12
2020-12-13,50,7,33,273,147,126,13,111,134,15
2020-12-14,51,1,32,753,385,368,28,340,357,28
2020-12-15,51,2,32,713,377,336,23,321,354,15
2020-12-16,51,3,,742,392,350,19,319,373,31
2020-12-17,51,4,,694,376,318,21,296,355,22
2020-12-18,51,5,,687,374,313,31,287,343,26
2020-12-19,51,6,5,328,184,144,18,126,166,18
2020-12-20,51,7,5,170,97,73,21,66,76,7
2020-12-21,52,1,4,454,234,220,18,195,216,25
2020-12-22,52,2,4,514,281,233,22,210,259,23
2020-12-23,52,3,4,449,237,212,19,189,218,23
2020-12-24,52,4,4,257,141,116,13,108,128,8
2020-12-25,52,5,6,59,30,29,3,24,27,5
2020-12-26,52,6,5,163,86,77,7,61,79,16
2020-12-27,52,7,5,127,72,55,8,51,64,4
2020-12-28,53,1,4,285,157,128,12,119,145,9
2020-12-29,53,2,,321,176,145,18,131,158,14
2020-12-30,53,3,,244,136,108,13,96,123,12
2020-12-31,53,4,,185,101,84,6,79,95,5
2021-01-01,53,5,,76,43,33,6,31,37,2
2021-01-02,53,6,,179,106,73,11,62,95,11
2021-01-03,53,7,,175,95,80,8,66,87,14
2021-01-04,1,1,,545,280,265,23,240,257,25
2021-01-05,1,2,,655,340,315,17,290,323,25
2021-01-06,1,3,,624,355,269,18,255,337,14
2021-01-07,1,4,,686,358,328,14,304,344,24
2021-01-08,1,5,,593,323,270,17,251,306,19
2021-01-09,1,6,,287,153,134,19,123,134,11
2021-01-10,1,7,,211,110,101,7,93,103,8
2021-01-11,2,1,,660,346,314,18,287,328,27
2021-01-12,2,2,,634,341,293,19,269,322,24
2021-01-13,2,3,,490,251,239,23,223,228,16
2021-01-14,2,4,,598,326,272,11,263,315,9
2021-01-15,2,5,,438,234,204,15,181,219,23
2021-01-16,2,6,,280,153,127,12,117,141,10
2021-01-17,2,7,,163,93,70,29,62,64,8
2021-01-18,3,1,,669,346,323,22,297,324,26
2021-01-19,3,2,,629,376,253,32,241,344,12
2021-01-20,3,3,,668,371,297,19,277,352,20
2021-01-21,3,4,,747,421,326,21,305,400,21
2021-01-22,3,5,,539,299,240,31,227,268,13
2021-01-23,3,6,,251,141,110,13,90,128,20
2021-01-24,3,7,,252,140,112,9,94,131,18
2021-01-25,4,1,,614,327,287,16,267,311,20
2021-01-26,4,2,,723,396,327,18,308,378,19
2021-01-27,4,3,,605,337,268,19,245,318,23
2021-01-28,4,4,,546,292,254,21,238,271,16
2021-01-29,4,5,,596,349,247,33,223,316,24
2021-01-30,4,6,,236,138,98,16,88,122,10
2021-01-31,4,7,,311,198,113,23,88,175,25
2021-02-01,5,1,,451,254,197,31,188,223,9
2021-02-02,5,2,,599,325,274,29,259,296,15
2021-02-03,5,3,,699,384,315,14,289,370,26
2021-02-04,5,4,,777,416,361,30,338,386,23
2021-02-05,5,5,,679,358,321,20,299,338,22
2021-02-06,5,6,,403,241,162,29,145,212,17
2021-02-07,5,7,,238,140,98,17,87,123,11
2021-02-08,6,1,,646,350,296,19,273,331,23
2021-02-09,6,2,,619,335,284,29,262,306,22
2021-02-10,6,3,,593,303,290,12,269,291,21
