date,week,dow,status,total,in,out,101051044,102051044,103051044,104051044
2020-09-30,40,3,,1150,573,577,37,493,536,84
2020-10-01,40,4,,583,299,284,12,255,287,29
2020-10-02,40,5,,272,130,142,8,131,122,11
2020-10-03,40,6,,616,305,311,32,250,273,61
2020-10-04,40,7,,355,176,179,28,147,148,32
2020-10-05,41,1,,624,309,315,25,290,284,25
2020-10-06,41,2,,347,168,179,7,162,161,17
2020-10-07,41,3,,770,387,383,24,343,363,40
2020-10-08,41,4,,1008,505,503,31,447,474,56
2020-10-09,41,5,,786,398,388,17,344,381,44
2020-10-10,41,6,,486,243,243,17,207,226,36
2020-10-11,41,7,,333,159,174,11,137,148,37
2020-10-12,42,1,,563,292,271,18,257,274,14
2020-10-13,42,2,,717,363,354,14,321,349,33
2020-10-14,42,3,,591,288,303,19,262,269,41
2020-10-15,42,4,,345,171,174,4,162,167,12
2020-10-16,42,5,,475,239,236,11,222,228,14
2020-10-17,42,6,,684,325,359,41,291,284,68
2020-10-18,42,7,,577,265,312,27,236,238,76
2020-10-19,43,1,,904,439,465,37,398,402,67
2020-10-20,43,2,,716,357,359,35,320,322,39
2020-10-21,43,3,,660,337,323,30,291,307,32
2020-10-22,43,4,,479,237,242,10,214,227,28
