date,week,dow,status,total,in,out,101049059,102049059,103049059,104049059
2019-03-09,10,6,1,349,155,194,20,156,135,38
2019-03-10,10,7,1,553,246,307,42,240,204,67
2019-03-11,11,1,,383,202,181,14,160,188,21
2019-03-12,11,2,,909,441,468,41,387,400,81
2019-03-13,11,3,,516,262,254,20,229,242,25
2019-03-14,11,4,,377,201,176,15,158,186,18
2019-03-15,11,5,,214,97,117,7,101,90,16
2019-03-16,11,6,1,1011,455,556,71,468,384,88
2019-03-17,11,7,1,806,373,433,45,362,328,71
2019-03-18,12,1,,505,256,249,26,223,230,26
2019-03-19,12,2,,860,432,428,41,375,391,53
2019-03-20,12,3,,1002,498,504,46,439,452,65
2019-03-21,12,4,,935,459,476,47,411,412,65
2019-03-22,12,5,,903,440,463,48,403,392,60
2019-03-23,12,6,1,1154,531,623,66,511,465,112
2019-03-24,12,7,1,1727,800,927,189,787,611,140
2019-03-25,13,1,,747,375,372,89,347,286,25
2019-03-26,13,2,,799,399,400,91,362,308,38
2019-03-27,13,3,,1061,532,529,84,462,448,67
2019-03-28,13,4,,950,457,493,83,444,374,49
2019-03-29,13,5,,925,451,474,55,426,396,48
2019-03-30,13,6,1,1248,573,675,96,556,477,119
2019-03-31,13,7,1,1462,690,772,107,638,583,134
2019-04-01,14,1,,927,447,480,44,433,403,47
2019-04-02,14,2,,970,478,492,86,438,392,54
2019-04-03,14,3,,351,186,165,15,152,171,13
2019-04-04,14,4,,334,157,177,18,160,139,17
2019-04-05,14,5,,752,356,396,32,350,324,46
2019-04-06,14,6,1,637,300,337,40,274,260,63
2019-04-07,14,7,1,477,225,252,46,195,179,57
2019-04-08,15,1,,725,341,384,37,340,304,44
2019-04-09,15,2,,1052,512,540,45,485,467,55
2019-04-10,15,3,,543,258,285,25,247,233,38
2019-04-11,15,4,,576,276,300,30,268,246,32
2019-04-12,15,5,,750,361,389,33,338,328,51
2019-04-13,15,6,5,868,397,471,57,389,340,82
2019-04-14,15,7,5,805,372,433,44,360,328,73
2019-04-15,16,1,4,1054,508,546,51,467,457,79
2019-04-16,16,2,4,452,209,243,13,218,196,25
2019-04-17,16,3,4,1153,542,611,61,525,481,86
2019-04-18,16,4,4,1014,514,500,66,438,448,62
2019-04-19,16,5,4,1031,502,529,57,466,445,63
2019-04-20,16,6,5,955,420,535,74,436,346,99
2019-04-21,16,7,5,631,295,336,41,273,254,63
2019-04-22,17,1,6,1241,558,683,65,562,493,121
2019-04-23,17,2,4,834,391,443,27,377,364,66
2019-04-24,17,3,4,367,184,183,16,157,168,26
2019-04-25,17,4,4,598,290,308,27,264,263,44
2019-04-26,17,5,4,464,236,228,26,196,210,32
2019-04-27,17,6,5,459,225,234,26,201,199,33
2019-04-28,17,7,5,203,90,113,17,91,73,22
2019-04-29,18,1,,651,315,336,22,291,293,45
2019-04-30,18,2,,998,479,519,44,439,435,80
2019-05-01,18,3,2,2103,925,1178,115,954,810,224
2019-05-02,18,4,,460,231,229,19,204,212,25
2019-05-03,18,5,,592,289,303,23,263,266,40
2019-05-04,18,6,1,664,311,353,40,281,271,72
2019-05-05,18,7,1,212,106,106,7,78,99,28
2019-05-06,19,1,,838,412,426,36,358,376,68
2019-05-07,19,2,,1067,517,550,53,460,464,90
2019-05-08,19,3,2,200,95,105,13,84,82,21
2019-05-09,19,4,,543,264,279,20,245,244,34
2019-05-10,19,5,,1009,484,525,52,458,432,67
2019-05-11,19,6,1,340,139,201,9,163,130,38
2019-05-12,19,7,1,943,452,491,61,387,391,104
2019-05-13,20,1,,1000,461,539,34,478,427,61
2019-05-14,20,2,,1111,526,585,40,493,486,92
2019-05-15,20,3,,1207,569,638,51,534,518,104
2019-05-16,20,4,,1222,594,628,47,534,547,94
2019-05-17,20,5,,512,246,266,25,226,221,40
2019-05-18,20,6,1,595,263,332,40,269,223,63
2019-05-19,20,7,1,209,96,113,11,88,85,25
2019-05-20,21,1,,258,130,128,8,117,122,11
2019-05-21,21,2,,860,404,456,33,387,371,69
2019-05-22,21,3,,1346,664,682,56,584,608,98
2019-05-23,21,4,,1380,670,710,51,618,619,92
2019-05-24,21,5,,1000,500,500,35,435,465,65
2019-05-25,21,6,1,577,269,308,34,246,235,62
2019-05-26,21,7,1,1177,514,663,59,544,455,119
2019-05-27,22,1,,895,446,449,33,404,413,45
2019-05-28,22,2,,407,205,202,8,176,197,26
2019-05-29,22,3,,706,354,352,35,303,319,49
2019-05-30,22,4,6,1401,615,786,65,646,550,140
2019-05-31,22,5,4,963,440,523,52,423,388,100
2019-06-01,22,6,5,1231,674,557,98,455,576,102
2019-06-02,22,7,5,1028,462,566,49,469,413,97
2019-06-03,23,1,,1010,504,506,34,451,470,55
2019-06-04,23,2,,1168,571,597,53,543,518,54
2019-06-05,23,3,,1144,554,590,42,520,512,70
2019-06-06,23,4,,896,425,471,32,408,393,63
2019-06-07,23,5,,896,458,438,34,385,424,53
2019-06-08,23,6,1,1074,476,598,57,498,419,100
2019-06-09,23,7,1,317,138,179,17,146,121,33
2019-06-10,24,1,2,235,110,125,12,100,98,25
2019-06-11,24,2,,300,155,145,11,133,144,12
2019-06-12,24,3,,1098,530,568,51,477,479,91
2019-06-13,24,4,,1363,648,715,49,626,599,89
2019-06-14,24,5,,637,297,340,13,303,284,37
2019-06-15,24,6,1,382,181,201,23,158,158,43
2019-06-16,24,7,1,1461,647,814,75,684,572,130
2019-06-17,25,1,,1021,488,533,35,468,453,65
2019-06-18,25,2,,1152,549,603,40,536,509,67
2019-06-19,25,3,,1168,565,603,47,531,518,72
2019-06-20,25,4,,550,262,288,22,253,240,35
2019-06-21,25,5,,582,269,313,19,273,250,40
2019-06-22,25,6,1,629,279,350,33,298,246,52
2019-06-23,25,7,1,1385,629,756,78,623,551,133
2019-06-24,26,1,,1154,553,601,42,524,511,77
2019-06-25,26,2,,1004,485,519,45,451,440,68
2019-06-26,26,3,,871,427,444,38,392,389,52
2019-06-27,26,4,,804,382,422,27,374,355,48
2019-06-28,26,5,,730,348,382,39,344,309,38
2019-06-29,26,6,1,422,190,232,28,181,162,51
2019-06-30,26,7,1,442,194,248,19,207,175,41
2019-07-01,27,1,,729,362,367,24,327,338,40
2019-07-02,27,2,,786,383,403,21,357,362,46
2019-07-03,27,3,,888,419,469,27,411,392,58
2019-07-04,27,4,,959,470,489,45,431,425,58
2019-07-05,27,5,,777,367,410,32,367,335,43
2019-07-06,27,6,5,573,253,320,38,266,215,54
2019-07-07,27,7,5,741,331,410,43,339,288,71
2019-07-08,28,1,4,993,466,527,40,456,426,71
2019-07-09,28,2,4,536,262,274,16,235,246,39
2019-07-10,28,3,4,1128,539,589,51,507,488,82
2019-07-11,28,4,4,907,423,484,31,404,392,80
2019-07-12,28,5,4,849,419,430,54,376,365,54
2019-07-13,28,6,5,713,315,398,35,346,280,52
2019-07-14,28,7,7,921,418,503,72,429,346,74
2019-07-15,29,1,4,708,346,362,34,310,312,52
2019-07-16,29,2,4,1021,492,529,40,471,452,58
2019-07-17,29,3,4,938,436,502,39,459,397,43
2019-07-18,29,4,4,1056,493,563,45,491,448,72
2019-07-19,29,5,4,862,388,474,48,413,340,61
2019-07-20,29,6,5,625,273,352,30,295,243,57
2019-07-21,29,7,5,736,329,407,37,344,292,63
2019-07-22,30,1,4,773,382,391,41,349,341,42
2019-07-23,30,2,4,811,404,407,41,360,363,47
2019-07-24,30,3,4,695,348,347,34,313,314,34
2019-07-25,30,4,4,649,310,339,26,304,284,35
2019-07-26,30,5,4,615,295,320,27,285,268,35
2019-07-27,30,6,5,377,160,217,32,178,128,39
2019-07-28,30,7,5,291,134,157,19,129,115,28
2019-07-29,31,1,4,1000,467,533,47,466,420,67
2019-07-30,31,2,4,927,444,483,40,425,404,58
2019-07-31,31,3,4,979,471,508,51,459,420,49
2019-08-01,31,4,4,913,450,463,42,408,408,55
2019-08-02,31,5,4,788,391,397,39,357,352,40
2019-08-03,31,6,5,676,303,373,30,319,273,54
2019-08-04,31,7,5,805,381,424,59,336,322,88
2019-08-05,32,1,4,752,368,384,40,338,328,46
2019-08-06,32,2,4,744,355,389,27,342,328,47
2019-08-07,32,3,4,461,212,249,17,217,195,32
2019-08-08,32,4,4,908,442,466,37,407,405,59
2019-08-09,32,5,4,619,299,320,26,288,273,32
2019-08-10,32,6,5,627,285,342,33,274,252,68
2019-08-11,32,7,5,677,296,381,34,323,262,58
2019-08-12,33,1,4,342,178,164,21,143,157,21
2019-08-13,33,2,4,767,382,385,38,340,344,45
2019-08-14,33,3,4,862,401,461,49,406,352,55
2019-08-15,33,4,6,790,371,419,44,354,327,65
2019-08-16,33,5,4,682,321,361,39,305,282,56
2019-08-17,33,6,5,721,332,389,43,332,289,57
2019-08-18,33,7,5,750,357,393,39,323,318,70
2019-08-19,34,1,4,561,267,294,23,257,244,37
2019-08-20,34,2,4,151,71,80,2,66,69,14
2019-08-21,34,3,4,787,393,394,42,331,351,63
2019-08-22,34,4,4,975,484,491,35,428,449,63
2019-08-23,34,5,4,925,460,465,51,411,409,54
2019-08-24,34,6,5,796,381,415,41,354,340,61
2019-08-25,34,7,5,983,448,535,52,452,396,83
2019-08-26,35,1,4,1045,505,540,39,486,466,54
2019-08-27,35,2,4,1059,524,535,50,480,474,55
2019-08-28,35,3,4,900,421,479,39,425,382,54
2019-08-29,35,4,4,1212,590,622,55,528,535,94
2019-08-30,35,5,4,949,463,486,40,431,423,55
2019-08-31,35,6,5,924,403,521,35,439,368,82
2019-09-01,35,7,5,1144,533,611,69,500,464,111
2019-09-02,36,1,,908,471,437,42,380,429,57
2019-09-03,36,2,,1279,629,650,51,568,578,82
2019-09-04,36,3,,1311,622,689,57,601,565,88
2019-09-05,36,4,,925,446,479,40,423,406,56
2019-09-06,36,5,,831,396,435,28,378,368,57
2019-09-07,36,6,1,1074,475,599,76,490,399,109
2019-09-08,36,7,1,518,231,287,32,221,199,66
2019-09-09,37,1,,1027,493,534,42,482,451,52
2019-09-10,37,2,,751,377,374,37,336,340,38
2019-09-11,37,3,,1311,635,676,51,582,584,94
2019-09-12,37,4,,1314,636,678,52,599,584,79
2019-09-13,37,5,,1136,531,605,43,528,488,77
2019-09-14,37,6,1,1326,559,767,76,602,483,165
2019-09-15,37,7,1,1344,581,763,81,618,500,145
2019-09-16,38,1,,1227,586,641,48,565,538,76
2019-09-17,38,2,,1316,636,680,74,587,562,93
2019-09-18,38,3,,1357,653,704,66,623,587,81
2019-09-19,38,4,,1172,564,608,42,544,522,64
2019-09-20,38,5,,1082,532,550,38,496,494,54
2019-09-21,38,6,1,976,430,546,52,440,378,106
2019-09-22,38,7,1,861,405,456,56,376,349,80
2019-09-23,39,1,,1080,512,568,48,487,464,81
2019-09-24,39,2,,664,339,325,27,281,312,44
2019-09-25,39,3,,922,443,479,40,409,403,70
2019-09-26,39,4,,994,501,493,41,440,460,53
2019-09-27,39,5,,1202,585,617,55,553,530,64
2019-09-28,39,6,1,1118,528,590,70,493,458,97
2019-09-29,39,7,1,1524,677,847,96,716,581,131
2019-09-30,40,1,,1149,567,582,58,509,509,73
2019-10-01,40,2,,1249,600,649,44,585,556,64
2019-10-02,40,3,,481,241,240,25,208,216,32
2019-10-03,40,4,,1004,496,508,26,447,470,61
2019-10-04,40,5,,827,412,415,44,361,368,54
2019-10-05,40,6,1,762,351,411,46,341,305,70
2019-10-06,40,7,1,914,408,506,67,415,341,91
2019-10-07,41,1,,892,442,450,34,391,408,59
2019-10-08,41,2,,1320,636,684,61,623,575,61
2019-10-09,41,3,,500,264,236,22,215,242,21
2019-10-10,41,4,,1126,573,553,64,490,509,63
2019-10-11,41,5,,1157,548,609,47,538,501,71
2019-10-12,41,6,1,747,348,399,54,319,294,80
2019-10-13,41,7,1,1465,656,809,92,679,564,130
2019-10-14,42,1,,1219,603,616,62,535,541,81
2019-10-15,42,2,,319,161,158,15,142,146,16
2019-10-16,42,3,,1142,550,592,54,527,496,65
2019-10-17,42,4,,919,446,473,33,425,413,48
2019-10-18,42,5,,565,283,282,22,248,261,34
2019-10-19,42,6,5,481,206,275,26,214,180,61
2019-10-20,42,7,5,941,421,520,77,416,344,104
2019-10-21,43,1,4,291,156,135,15,122,141,13
2019-10-22,43,2,4,683,339,344,38,297,301,47
2019-10-23,43,3,4,882,444,438,65,377,379,61
2019-10-24,43,4,4,732,365,367,36,322,329,45
2019-10-25,43,5,4,739,358,381,30,329,328,52
2019-10-26,43,6,5,956,439,517,62,433,377,84
2019-10-27,43,7,5,1133,522,611,80,510,442,101
2019-10-28,44,1,4,458,226,232,26,206,200,26
2019-10-29,44,2,4,766,359,407,41,345,318,62
2019-10-30,44,3,4,832,429,403,64,360,365,43
2019-10-31,44,4,4,168,84,84,5,74,79,10
2019-11-01,44,5,6,428,196,232,31,183,165,49
2019-11-02,44,6,5,188,80,108,15,83,65,25
2019-11-03,44,7,5,91,41,50,6,42,35,8
2019-11-04,45,1,4,338,171,167,14,158,157,9
2019-11-05,45,2,4,637,312,325,28,288,284,37
2019-11-06,45,3,4,507,260,247,32,213,228,34
2019-11-07,45,4,4,387,195,192,8,182,187,10
2019-11-08,45,5,4,579,281,298,21,266,260,32
2019-11-09,45,6,5,497,225,272,31,221,194,51
2019-11-10,45,7,5,310,132,178,19,138,113,40
2019-11-11,46,1,6,493,220,273,26,228,194,45
2019-11-12,46,2,4,776,377,399,32,350,345,49
2019-11-13,46,3,4,775,383,392,34,343,349,49
2019-11-14,46,4,4,407,208,199,19,181,189,18
2019-11-15,46,5,,325,154,171,6,157,148,14
2019-11-16,46,6,1,391,172,219,26,185,146,34
2019-11-17,46,7,1,176,78,98,14,79,64,19
2019-11-18,47,1,,541,275,266,26,243,249,23
2019-11-19,47,2,,600,319,281,26,257,293,24
2019-11-20,47,3,,742,367,375,30,330,337,45
2019-11-21,47,4,,613,307,306,23,281,284,25
2019-11-22,47,5,,612,302,310,29,282,273,28
2019-11-23,47,6,1,205,88,117,11,95,77,22
2019-11-24,47,7,1,447,204,243,34,195,170,48
2019-11-25,48,1,,712,346,366,29,323,317,43
2019-11-26,48,2,,830,405,425,31,372,374,53
2019-11-27,48,3,,406,202,204,20,179,182,25
2019-11-28,48,4,,447,234,213,18,194,216,19
2019-11-29,48,5,,361,181,180,16,152,165,28
2019-11-30,48,6,1,569,253,316,49,265,204,51
2019-12-01,48,7,1,29,13,16,2,11,11,5
2019-12-02,49,1,,543,277,266,21,237,256,29
2019-12-03,49,2,,600,306,294,23,267,283,27
2019-12-04,49,3,,655,331,324,27,286,304,38
2019-12-05,49,4,,644,322,322,25,295,297,27
2019-12-06,49,5,,566,278,288,25,259,253,29
2019-12-07,49,6,1,524,213,311,27,252,186,59
2019-12-08,49,7,1,620,277,343,39,268,238,75
2019-12-09,50,1,,278,145,133,10,127,135,6
2019-12-10,50,2,,617,301,316,22,287,279,29
2019-12-11,50,3,,381,194,187,14,169,180,18
2019-12-12,50,4,,505,256,249,29,214,227,35
2019-12-13,50,5,,241,123,118,12,108,111,10
2019-12-14,50,6,1,114,54,60,7,52,47,8
2019-12-15,50,7,1,634,289,345,45,284,244,61
2019-12-16,51,1,,558,276,282,18,246,258,36
2019-12-17,51,2,,674,337,337,29,304,308,33
2019-12-18,51,3,,741,367,374,34,332,333,42
2019-12-19,51,4,,657,317,340,27,312,290,28
2019-12-20,51,5,,179,91,88,8,78,83,10
2019-12-21,51,6,5,398,180,218,21,175,159,43
2019-12-22,51,7,5,77,38,39,5,30,33,9
2019-12-23,52,1,4,91,45,46,6,40,39,6
2019-12-24,52,2,4,58,27,31,4,26,23,5
2019-12-25,52,3,6,99,45,54,8,41,37,13
2019-12-26,52,4,4,284,121,163,9,136,112,27
2019-12-27,52,5,4,94,47,47,3,39,44,8
2019-12-28,52,6,5,232,105,127,14,106,91,21
2019-12-29,52,7,5,288,127,161,21,136,106,25
2019-12-30,01,1,4,347,159,188,24,159,135,29
2019-12-31,01,2,4,319,154,165,18,143,136,22
2020-01-01,01,3,6,159,77,82,17,63,60,19
2020-01-02,01,4,4,220,108,112,8,100,100,12
2020-01-03,01,5,4,279,139,140,15,121,124,19
2020-01-04,01,6,5,453,206,247,27,194,179,53
2020-01-05,01,7,5,341,147,194,24,151,123,43
2020-01-06,02,1,,597,309,288,29,262,280,26
2020-01-07,02,2,,612,312,300,21,273,291,27
2020-01-08,02,3,,574,278,296,20,266,258,30
2020-01-09,02,4,,658,333,325,33,300,300,25
2020-01-10,02,5,,494,233,261,16,242,217,19
2020-01-11,02,6,1,410,175,235,31,186,144,49
2020-01-12,02,7,1,720,313,407,45,327,268,80
2020-01-13,03,1,,614,305,309,24,283,281,26
2020-01-14,03,2,,720,362,358,27,330,335,28
2020-01-15,03,3,,651,319,332,25,296,294,36
2020-01-16,03,4,,738,376,362,38,322,338,40
2020-01-17,03,5,,347,169,178,9,165,160,13
2020-01-18,03,6,1,312,148,164,20,135,128,29
2020-01-19,03,7,1,367,160,207,35,165,125,42
2020-01-20,04,1,,578,291,287,22,262,269,25
2020-01-21,04,2,,608,306,302,25,267,281,35
2020-01-22,04,3,,603,296,307,31,271,265,36
2020-01-23,04,4,,590,304,286,34,264,270,22
2020-01-24,04,5,,449,228,221,21,199,207,22
2020-01-25,04,6,1,496,242,254,39,217,203,37
2020-01-26,04,7,1,268,118,150,17,123,101,27
2020-01-27,05,1,,528,261,267,22,247,239,20
2020-01-28,05,2,,423,213,210,18,186,195,24
2020-01-29,05,3,,369,188,181,14,160,174,21
2020-01-30,05,4,,490,244,246,23,225,221,21
2020-01-31,05,5,,643,316,327,33,296,283,31
2020-02-01,05,6,1,252,95,157,13,124,82,33
2020-02-02,05,7,1,60,27,33,2,28,25,5
2020-02-03,06,1,,803,387,416,47,362,340,54
2020-02-04,06,2,,403,207,196,20,180,187,16
2020-02-05,06,3,,607,310,297,27,268,283,29
2020-02-06,06,4,,653,318,335,31,304,287,31
2020-02-07,06,5,,667,326,341,24,301,302,40
2020-02-08,06,6,1,691,302,389,39,317,263,72
2020-02-09,06,7,1,871,385,486,53,381,332,105
2020-02-10,07,1,,662,330,332,29,291,301,41
2020-02-11,07,2,,420,214,206,20,187,194,19
2020-02-12,07,3,,840,409,431,31,386,378,45
2020-02-13,07,4,,449,229,220,15,199,214,21
2020-02-14,07,5,,614,315,299,31,268,284,31
2020-02-15,07,6,1,1039,444,595,57,496,387,99
2020-02-16,07,7,1,1164,502,662,79,542,423,120
2020-02-17,08,1,,535,277,258,28,236,249,22
2020-02-18,08,2,,812,397,415,49,366,348,49
2020-02-19,08,3,,453,231,222,26,202,205,20
2020-02-20,08,4,,988,454,534,46,472,408,62
2020-02-21,08,5,,762,347,415,29,368,318,47
2020-02-22,08,6,5,931,447,484,58,408,389,76
2020-02-23,08,7,5,1469,673,796,94,654,579,142
2020-02-24,09,1,4,1169,559,610,69,522,490,88
2020-02-25,09,2,4,476,230,246,22,219,208,27
2020-02-26,09,3,4,269,129,140,13,126,116,14
2020-02-27,09,4,4,254,125,129,9,112,116,17
2020-02-28,09,5,4,606,291,315,30,279,261,36
2020-02-29,09,6,5,188,85,103,4,81,81,22
2020-03-01,09,7,5,682,305,377,38,303,267,74
2020-03-02,10,1,4,201,102,99,6,96,96,3
2020-03-03,10,2,4,638,303,335,36,290,267,45
2020-03-04,10,3,4,851,415,436,46,369,369,67
2020-03-05,10,4,4,231,118,113,12,106,106,7
2020-03-06,10,5,4,728,342,386,43,315,299,71
2020-03-07,10,6,5,686,323,363,45,273,278,90
2020-03-08,10,7,5,1219,534,685,73,560,461,125
2020-03-09,11,1,,425,210,215,20,191,190,24
2020-03-10,11,2,,494,248,246,25,226,223,20
2020-03-11,11,3,,1196,576,620,60,540,516,80
2020-03-12,11,4,,935,470,465,54,413,416,52
2020-03-13,11,5,,601,295,306,26,275,269,31
2020-03-14,11,6,1,1264,593,671,85,565,508,106
2020-03-15,11,7,1,1996,870,1126,108,925,762,201
2020-03-16,12,1,,1062,494,568,60,472,434,96
2020-03-17,12,2,32,732,344,388,38,340,306,48
2020-03-18,12,3,32,840,387,453,43,388,344,65
2020-03-19,12,4,32,770,354,416,46,360,308,56
2020-03-20,12,5,32,387,186,201,18,167,168,34
2020-03-21,12,6,33,273,128,145,17,117,111,28
2020-03-22,12,7,33,155,78,77,17,61,61,16
2020-03-23,13,1,32,191,95,96,11,91,84,5
2020-03-24,13,2,32,130,56,74,8,63,48,11
2020-03-25,13,3,32,122,53,69,7,58,46,11
2020-03-26,13,4,32,139,67,72,9,57,58,15
2020-03-27,13,5,32,145,75,70,9,51,66,19
2020-03-28,13,6,33,186,84,102,22,81,62,21
2020-03-29,13,7,33,68,32,36,5,26,27,10
2020-03-30,14,1,32,103,47,56,4,49,43,7
2020-03-31,14,2,32,196,98,98,12,87,86,11
2020-04-01,14,3,32,190,91,99,10,73,81,26
2020-04-02,14,4,32,186,88,98,16,77,72,21
2020-04-03,14,5,32,177,86,91,12,75,74,16
2020-04-04,14,6,33,180,86,94,19,80,67,14
2020-04-05,14,7,33,181,86,95,9,70,77,25
2020-04-06,15,1,32,212,111,101,15,89,96,12
2020-04-07,15,2,32,239,119,120,20,101,99,19
2020-04-08,15,3,32,225,112,113,11,93,101,20
2020-04-09,15,4,32,258,130,128,15,116,115,12
2020-04-10,15,5,32,264,123,141,14,107,109,34
2020-04-11,15,6,33,233,108,125,17,98,91,27
2020-04-12,15,7,33,208,94,114,14,81,80,33
2020-04-13,16,1,34,180,80,100,19,73,61,27
2020-04-14,16,2,32,249,120,129,15,101,105,28
2020-04-15,16,3,32,298,142,156,20,127,122,29
2020-04-16,16,4,32,274,147,127,22,109,125,18
2020-04-17,16,5,32,232,113,119,14,104,99,15
2020-04-18,16,6,37,329,153,176,31,140,122,36
2020-04-19,16,7,37,183,93,90,13,67,80,23
2020-04-20,17,1,36,239,117,122,26,93,91,29
2020-04-21,17,2,36,254,124,130,13,100,111,30
2020-04-22,17,3,36,328,170,158,26,125,144,33
2020-04-23,17,4,36,356,176,180,31,145,145,35
2020-04-24,17,5,36,351,169,182,18,141,151,41
2020-04-25,17,6,37,261,130,131,15,101,115,30
2020-04-26,17,7,37,268,129,139,25,104,104,35
2020-04-27,18,1,36,249,116,133,17,104,99,29
2020-04-28,18,2,36,148,81,67,7,54,74,13
2020-04-29,18,3,36,451,215,236,27,188,188,48
2020-04-30,18,4,36,80,37,43,5,33,32,10
2020-05-01,18,5,38,53,21,32,3,25,18,7
2020-05-02,18,6,37,169,86,83,9,59,77,24
2020-05-03,18,7,37,500,246,254,44,192,202,62
2020-05-04,19,1,32,496,255,241,21,188,234,53
2020-05-05,19,2,32,389,200,189,27,154,173,35
2020-05-06,19,3,32,443,211,232,27,184,184,48
2020-05-07,19,4,32,539,249,290,29,242,220,48
2020-05-08,19,5,34,529,252,277,40,196,212,81
2020-05-09,19,6,33,504,239,265,25,204,214,61
2020-05-10,19,7,33,400,202,198,31,158,171,40
2020-05-11,20,1,32,1054,474,580,64,468,410,112
2020-05-12,20,2,,1036,468,568,54,463,414,105
2020-05-13,20,3,,473,235,238,30,202,205,36
2020-05-14,20,4,,890,411,479,45,389,366,90
2020-05-15,20,5,,599,271,328,41,275,230,53
2020-05-16,20,6,1,1806,771,1035,84,830,687,205
2020-05-17,20,7,1,2244,1009,1235,131,997,878,238
2020-05-18,21,1,,1673,768,905,96,775,672,130
2020-05-19,21,2,,1692,797,895,88,750,709,145
2020-05-20,21,3,4,1628,769,859,72,725,697,134
2020-05-21,21,4,6,2244,1029,1215,106,1016,923,199
2020-05-22,21,5,4,1572,705,867,71,728,634,139
2020-05-23,21,6,5,902,404,498,41,423,363,75
2020-05-24,21,7,5,2257,1020,1237,91,1013,929,224
2020-05-25,22,1,,1515,696,819,68,697,628,122
2020-05-26,22,2,,1684,760,924,75,771,685,153
2020-05-27,22,3,,1800,822,978,81,826,741,152
2020-05-28,22,4,,1675,749,926,71,791,678,135
2020-05-29,22,5,,1513,697,816,86,679,611,137
2020-05-30,22,6,1,1887,824,1063,82,878,742,185
2020-05-31,22,7,1,2166,957,1209,122,989,835,220
2020-06-01,23,1,2,1757,757,1000,89,827,668,173
2020-06-02,23,2,,1462,700,762,70,633,630,129
2020-06-03,23,3,,939,436,503,36,449,400,54
2020-06-04,23,4,,380,170,210,12,175,158,35
2020-06-05,23,5,,704,322,382,37,320,285,62
2020-06-06,23,6,1,1955,867,1088,95,903,772,185
2020-06-07,23,7,1,476,227,249,39,193,188,56
2020-06-08,24,1,,0,0,0,0,0,0,0
2020-06-09,24,2,,365,177,188,21,165,156,23
2020-06-10,24,3,,372,173,199,12,179,161,20
