date,week,dow,status,total,in,out,101057387,102057387,103057387,104057387
2020-02-07,06,5,,1206,613,593,548,43,65,550
2020-02-08,06,6,1,1146,593,553,506,70,87,483
2020-02-09,06,7,1,997,502,495,418,66,84,429
2020-02-10,07,1,,1191,593,598,541,23,52,575
2020-02-11,07,2,,805,399,406,350,17,49,389
2020-02-12,07,3,,1498,760,738,657,51,103,687
2020-02-13,07,4,,913,453,460,413,16,40,444
2020-02-14,07,5,,1193,603,590,536,31,67,559
2020-02-15,07,6,1,1502,762,740,608,107,154,633
2020-02-16,07,7,1,1222,630,592,494,78,136,514
2020-02-17,08,1,,1002,504,498,462,18,42,480
2020-02-18,08,2,,1472,748,724,672,35,76,689
2020-02-19,08,3,,857,435,422,391,13,44,409
2020-02-20,08,4,,1681,846,835,741,59,105,776
2020-02-21,08,5,,1258,619,639,558,31,61,608
2020-02-22,08,6,5,1522,785,737,659,102,126,635
2020-02-23,08,7,5,1498,790,708,624,98,166,610
2020-02-24,09,1,4,1822,903,919,788,73,115,846
2020-02-25,09,2,4,960,493,467,442,31,51,436
2020-02-26,09,3,4,554,283,271,260,15,23,256
2020-02-27,09,4,4,558,269,289,250,13,19,276
2020-02-28,09,5,4,1209,620,589,541,34,79,555
2020-02-29,09,6,5,396,204,192,165,25,39,167
2020-03-01,09,7,5,839,424,415,355,54,69,361
2020-03-02,10,1,4,447,231,216,212,5,19,211
2020-03-03,10,2,4,1150,581,569,515,48,66,521
2020-03-04,10,3,4,1285,634,651,556,56,78,595
2020-03-05,10,4,4,504,250,254,230,13,20,241
2020-03-06,10,5,4,1062,537,525,483,38,54,487
2020-03-07,10,6,5,953,480,473,385,59,95,414
2020-03-08,10,7,5,1282,651,631,541,80,110,551
2020-03-09,11,1,,728,356,372,329,17,27,355
2020-03-10,11,2,,874,449,425,408,26,41,399
2020-03-11,11,3,,1758,879,879,768,73,111,806
2020-03-12,11,4,,1537,777,760,697,41,80,719
2020-03-13,11,5,,993,501,492,453,30,48,462
2020-03-14,11,6,1,1483,751,732,631,90,120,642
2020-03-15,11,7,1,1884,957,927,781,116,176,811
2020-03-16,12,1,,1371,672,699,588,49,84,650
2020-03-17,12,2,32,1090,547,543,476,44,71,499
2020-03-18,12,3,32,1191,590,601,499,40,91,561
2020-03-19,12,4,32,973,485,488,397,55,88,433
2020-03-20,12,5,32,605,312,293,252,31,60,262
2020-03-21,12,6,33,404,202,202,162,23,40,179
2020-03-22,12,7,33,262,134,128,115,10,19,118
2020-03-23,13,1,32,307,147,160,125,15,22,145
2020-03-24,13,2,32,207,108,99,85,9,23,90
2020-03-25,13,3,32,153,71,82,62,11,9,71
2020-03-26,13,4,32,128,68,60,48,9,20,51
2020-03-27,13,5,32,162,82,80,66,4,16,76
2020-03-28,13,6,33,141,70,71,52,10,18,61
2020-03-29,13,7,33,58,33,25,26,2,7,23
2020-03-30,14,1,32,94,46,48,38,6,8,42
2020-03-31,14,2,32,175,83,92,68,10,15,82
2020-04-01,14,3,32,154,75,79,59,6,16,73
2020-04-02,14,4,32,214,118,96,85,11,33,85
2020-04-03,14,5,32,163,75,88,63,11,12,77
2020-04-04,14,6,33,174,89,85,65,10,24,75
2020-04-05,14,7,33,157,77,80,56,9,21,71
2020-04-06,15,1,32,277,143,134,110,14,33,120
2020-04-07,15,2,32,256,131,125,102,20,29,105
2020-04-08,15,3,32,240,118,122,85,16,33,106
2020-04-09,15,4,32,251,127,124,103,17,24,107
2020-04-10,15,5,32,295,147,148,112,12,35,136
2020-04-11,15,6,33,215,100,115,68,20,32,95
2020-04-12,15,7,33,186,93,93,65,16,28,77
2020-04-13,16,1,34,172,80,92,51,12,29,80
2020-04-14,16,2,32,282,135,147,109,21,26,126
2020-04-15,16,3,32,310,148,162,123,20,25,142
2020-04-16,16,4,32,362,181,181,137,17,44,164
2020-04-17,16,5,32,355,173,182,126,28,47,154
2020-04-18,16,6,37,277,142,135,104,26,38,109
2020-04-19,16,7,37,143,68,75,46,13,22,62
2020-04-20,17,1,36,297,149,148,112,22,37,126
2020-04-21,17,2,36,355,170,185,125,19,45,166
2020-04-22,17,3,36,389,191,198,143,24,48,174
2020-04-23,17,4,36,385,182,203,141,24,41,179
2020-04-24,17,5,36,422,203,219,165,30,38,189
2020-04-25,17,6,37,271,150,121,111,15,39,106
2020-04-26,17,7,37,286,151,135,111,18,40,117
2020-04-27,18,1,36,289,136,153,118,13,18,140
2020-04-28,18,2,36,171,84,87,66,8,18,79
2020-04-29,18,3,36,510,259,251,203,35,56,216
2020-04-30,18,4,36,164,80,84,70,5,10,79
2020-05-01,18,5,38,78,41,37,34,3,7,34
2020-05-02,18,6,37,155,69,86,52,17,17,69
2020-05-03,18,7,37,345,170,175,118,36,52,139
2020-05-04,19,1,32,568,284,284,238,36,46,248
2020-05-05,19,2,32,491,241,250,204,29,37,221
2020-05-06,19,3,32,601,289,312,230,54,59,258
2020-05-07,19,4,32,606,304,302,249,25,55,277
2020-05-08,19,5,34,493,241,252,179,42,62,210
2020-05-09,19,6,33,405,207,198,164,25,43,173
2020-05-10,19,7,33,347,169,178,126,28,43,150
2020-05-11,20,1,32,1331,652,679,567,70,85,609
2020-05-12,20,2,,1314,652,662,578,64,74,598
2020-05-13,20,3,,526,263,263,221,26,42,237
2020-05-14,20,4,,976,481,495,421,37,60,458
2020-05-15,20,5,,719,354,365,308,37,46,328
2020-05-16,20,6,1,1841,937,904,798,124,139,780
2020-05-17,20,7,1,2112,1070,1042,877,124,193,918
2020-05-18,21,1,,1945,958,987,852,84,106,903
2020-05-19,21,2,,1995,994,1001,884,80,110,921
2020-05-20,21,3,4,1966,976,990,865,94,111,896
2020-05-21,21,4,6,2349,1155,1194,996,144,159,1050
2020-05-22,21,5,4,1879,929,950,818,110,111,840
2020-05-23,21,6,5,1010,516,494,437,44,79,450
2020-05-24,21,7,5,2284,1169,1115,1031,141,138,974
2020-05-25,22,1,,2070,1022,1048,890,96,132,952
2020-05-26,22,2,,2091,1043,1048,921,88,122,960
2020-05-27,22,3,,2155,1079,1076,941,95,138,981
2020-05-28,22,4,,2107,1059,1048,935,94,124,954
2020-05-29,22,5,,1346,679,667,296,299,383,368
2020-05-30,22,6,1,2118,1050,1068,898,162,152,906
2020-05-31,22,7,1,2261,1152,1109,986,136,166,973
2020-06-01,23,1,2,2126,1082,1044,953,112,129,932
2020-06-02,23,2,,1782,904,878,803,76,101,802
2020-06-03,23,3,,1306,654,652,597,55,57,597
2020-06-04,23,4,,643,322,321,288,30,34,291
2020-06-05,23,5,,903,443,460,395,45,48,415
2020-06-06,23,6,1,2028,1005,1023,892,127,113,896
2020-06-07,23,7,1,607,305,302,251,47,54,255
2020-06-08,24,1,,0,0,0,0,0,0,0
2020-06-09,24,2,,465,242,223,218,15,24,208
2020-06-10,24,3,,499,240,259,220,13,20,246
2020-06-11,24,4,,1608,795,813,708,71,87,742
2020-06-12,24,5,,1428,708,720,631,72,77,648
2020-06-13,24,6,1,458,223,235,74,87,149,148
2020-06-14,24,7,1,1842,928,914,801,115,127,799
2020-06-15,25,1,,1736,866,870,793,52,73,818
2020-06-16,25,2,,1726,867,859,765,73,102,786
2020-06-17,25,3,,1586,795,791,711,67,84,724
2020-06-18,25,4,,1539,739,800,285,342,454,458
2020-06-19,25,5,,1675,825,850,746,53,79,797
2020-06-20,25,6,1,1980,962,1018,819,130,143,888
2020-06-21,25,7,1,1745,913,832,780,85,133,747
2020-06-22,26,1,,1822,898,924,804,66,94,858
2020-06-23,26,2,,2150,1044,1106,927,92,117,1014
2020-06-24,26,3,,2034,982,1052,868,78,114,974
2020-06-25,26,4,,1984,967,1017,858,85,109,932
2020-06-26,26,5,,1581,792,789,706,55,86,734
2020-06-27,26,6,1,1649,798,851,681,115,117,736
2020-06-28,26,7,1,1683,850,833,728,96,122,737
2020-06-29,27,1,,1781,896,885,822,57,74,828
2020-06-30,27,2,,2309,1143,1166,1036,92,107,1074
2020-07-01,27,3,,1627,811,816,728,84,83,732
2020-07-02,27,4,,1725,864,861,794,61,70,800
2020-07-03,27,5,,1325,667,658,607,47,60,611
2020-07-04,27,6,5,1732,851,881,740,117,111,764
2020-07-05,27,7,5,1831,923,908,771,112,152,796
2020-07-06,28,1,4,1702,870,832,765,61,105,771
2020-07-07,28,2,4,2089,1033,1056,938,82,95,974
2020-07-08,28,3,4,2034,1002,1032,900,82,102,950
2020-07-09,28,4,4,1875,930,945,843,77,87,868
2020-07-10,28,5,4,1352,685,667,639,40,46,627
2020-07-11,28,6,5,1107,560,547,462,67,98,480
2020-07-12,28,7,5,1321,656,665,539,88,117,577
2020-07-13,29,1,4,1304,679,625,601,58,78,567
2020-07-14,29,2,6,1486,744,742,642,93,102,649
2020-07-15,29,3,4,1513,756,757,674,62,82,695
2020-07-16,29,4,4,1465,750,715,686,47,64,668
2020-07-17,29,5,4,1271,655,616,591,39,64,577
2020-07-18,29,6,5,1356,675,681,585,76,90,605
2020-07-19,29,7,5,1556,806,750,679,95,127,655
2020-07-20,30,1,4,1783,886,897,799,67,87,830
2020-07-21,30,2,4,1793,883,910,786,69,97,841
2020-07-22,30,3,4,1297,643,654,587,55,56,599
2020-07-23,30,4,4,1886,959,927,848,69,111,858
2020-07-24,30,5,4,1365,665,700,607,43,58,657
2020-07-25,30,6,5,1470,736,734,638,93,98,641
2020-07-26,30,7,5,1463,751,712,655,73,96,639
2020-07-27,31,1,4,1539,758,781,684,44,74,737
2020-07-28,31,2,4,1517,734,783,658,48,76,735
2020-07-29,31,3,4,1613,786,827,694,64,92,763
2020-07-30,31,4,4,1524,759,765,674,49,85,716
2020-07-31,31,5,4,1261,629,632,554,60,75,572
2020-08-01,31,6,5,896,425,471,358,58,67,413
2020-08-02,31,7,5,1034,535,499,453,61,82,438
2020-08-03,32,1,4,914,467,447,415,36,52,411
2020-08-04,32,2,4,1334,676,658,607,32,69,626
2020-08-05,32,3,4,1595,804,791,735,48,69,743
2020-08-06,32,4,4,1518,767,751,692,42,75,709
2020-08-07,32,5,4,1140,584,556,530,33,54,523
2020-08-08,32,6,5,1035,523,512,447,49,76,463
2020-08-09,32,7,5,934,472,462,401,58,71,404
2020-08-10,33,1,4,1004,513,491,468,27,45,464
2020-08-11,33,2,4,1382,696,686,620,50,76,636
2020-08-12,33,3,4,1311,647,664,575,49,72,615
2020-08-13,33,4,4,946,470,476,421,44,49,432
2020-08-14,33,5,4,1117,552,565,491,31,61,534
2020-08-15,33,6,7,1265,640,625,541,74,99,551
2020-08-16,33,7,5,1041,514,527,436,68,78,459
2020-08-17,34,1,4,1275,644,631,554,46,90,585
2020-08-18,34,2,4,1710,867,843,777,57,90,786
2020-08-19,34,3,4,1664,830,834,743,60,87,774
2020-08-20,34,4,4,1455,707,748,638,45,69,703
2020-08-21,34,5,4,1356,678,678,600,39,78,639
2020-08-22,34,6,5,1074,546,528,448,56,98,472
2020-08-23,34,7,5,1223,628,595,518,61,110,534
2020-08-24,35,1,4,1693,849,844,767,39,82,805
2020-08-25,35,2,4,1907,960,947,858,55,102,892
2020-08-26,35,3,4,1975,979,996,875,54,104,942
2020-08-27,35,4,4,1964,933,1031,850,58,83,973
2020-08-28,35,5,4,794,385,409,350,30,35,379
2020-08-29,35,6,5,183,93,90,77,13,16,77
2020-08-30,35,7,5,726,384,342,318,27,66,315
2020-08-31,36,1,4,1601,777,824,703,62,74,762
2020-09-01,36,2,,1940,953,987,845,48,108,939
2020-09-02,36,3,,2182,1087,1095,987,63,100,1032
2020-09-03,36,4,,2181,1088,1093,978,55,110,1038
2020-09-04,36,5,,1868,928,940,839,55,89,885
2020-09-05,36,6,1,1592,786,806,660,79,126,727
2020-09-06,36,7,1,1503,785,718,614,63,171,655
2020-09-07,37,1,,1627,789,838,721,47,68,791
2020-09-08,37,2,,2234,1126,1108,1015,63,111,1045
2020-09-09,37,3,,1908,925,983,844,43,81,940
2020-09-10,37,4,,2074,1015,1059,910,57,105,1002
2020-09-11,37,5,,1778,875,903,797,43,78,860
2020-09-12,37,6,1,1694,837,857,711,109,126,748
2020-09-13,37,7,1,1829,956,873,822,86,134,787
2020-09-14,38,1,,2006,998,1008,902,47,96,961
2020-09-15,38,2,,2310,1167,1143,1045,50,122,1093
2020-09-16,38,3,,2151,1091,1060,980,68,111,992
2020-09-17,38,4,,2164,1054,1110,948,72,106,1038
2020-09-18,38,5,,1859,929,930,856,49,73,881
2020-09-19,38,6,1,1493,724,769,625,99,99,670
2020-09-20,38,7,1,1180,611,569,498,49,113,520
2020-09-21,39,1,,1541,760,781,692,30,68,751
2020-09-22,39,2,,1550,763,787,688,46,75,741
2020-09-23,39,3,,1930,964,966,855,60,109,906
2020-09-24,39,4,,1323,654,669,595,32,59,637
2020-09-25,39,5,,716,357,359,324,23,33,336
2020-09-26,39,6,1,401,208,193,175,28,33,165
2020-09-27,39,7,1,392,205,187,161,23,44,164
2020-09-28,40,1,,1157,571,586,522,33,49,553
2020-09-29,40,2,,1932,970,962,870,58,100,904
2020-09-30,40,3,,2470,1218,1252,1074,93,144,1159
2020-10-01,40,4,,1479,733,746,657,30,76,716
2020-10-02,40,5,,657,320,337,298,14,22,323
2020-10-03,40,6,1,949,481,468,402,59,79,409
2020-10-04,40,7,1,837,414,423,337,57,77,366
2020-10-05,41,1,,1399,685,714,613,41,72,673
2020-10-06,41,2,,1043,521,522,474,21,47,501
2020-10-07,41,3,,1665,832,833,738,50,94,783
2020-10-08,41,4,,2340,1173,1167,1030,87,143,1080
2020-10-09,41,5,,1702,870,832,781,50,89,782
2020-10-10,41,6,1,583,300,283,242,27,58,256
2020-10-11,41,7,1,794,408,386,332,40,76,346
2020-10-12,42,1,,1344,669,675,612,14,57,661
2020-10-13,42,2,,1709,824,885,745,42,79,843
2020-10-14,42,3,,1347,693,654,628,38,65,616
2020-10-15,42,4,,1104,543,561,491,21,52,540
2020-10-16,42,5,,921,457,464,415,20,42,444
2020-10-17,42,6,5,1143,591,552,487,65,104,487
2020-10-18,42,7,5,1096,574,522,456,57,118,465
2020-10-19,43,1,4,1702,852,850,763,35,89,815
2020-10-20,43,2,4,1583,787,796,725,44,62,752
2020-10-21,43,3,4,1395,699,696,605,42,94,654
2020-10-22,43,4,4,1210,612,598,530,36,82,562
2020-10-23,43,5,4,558,291,267,262,14,29,253
2020-10-24,43,6,5,1399,704,695,572,88,132,607
2020-10-25,43,7,5,1290,653,637,549,59,104,578
2020-10-26,44,1,4,631,322,309,280,19,42,290
2020-10-27,44,2,4,1281,641,640,566,38,75,602
2020-10-28,44,3,4,1123,562,561,519,33,43,528
2020-10-29,44,4,4,1427,695,732,617,59,78,673
2020-10-30,44,5,36,783,393,390,334,28,59,362
2020-10-31,44,6,5,495,246,249,196,41,50,208
2020-11-01,44,7,39,521,260,261,199,30,61,231
2020-11-02,45,1,32,1095,553,542,494,21,59,521
2020-11-03,45,2,32,738,378,360,333,11,45,349
2020-11-04,45,3,32,872,445,427,397,17,48,410
2020-11-05,45,4,32,929,455,474,408,24,47,450
2020-11-06,45,5,32,1131,564,567,493,24,71,543
2020-11-07,45,6,33,658,323,335,257,33,66,302
2020-11-08,45,7,33,568,291,277,241,42,50,235
2020-11-09,46,1,32,1184,583,601,506,41,77,560
2020-11-10,46,2,32,1102,570,532,509,22,61,510
2020-11-11,46,3,34,828,424,404,333,45,91,359
2020-11-12,46,4,32,1104,545,559,472,18,73,541
2020-11-13,46,5,32,1066,546,520,484,25,62,495
2020-11-14,46,6,33,936,469,467,387,65,82,402
2020-11-15,46,7,33,730,380,350,292,47,88,303
2020-11-16,47,1,32,905,459,446,400,18,59,428
2020-11-17,47,2,32,1144,581,563,504,36,77,527
2020-11-18,47,3,32,1247,621,626,541,39,80,587
2020-11-19,47,4,32,797,394,403,365,16,29,387
2020-11-20,47,5,32,830,421,409,380,14,41,395
2020-11-21,47,6,33,783,391,392,315,43,76,349
2020-11-22,47,7,33,718,381,337,283,59,98,278
2020-11-23,48,1,32,1087,546,541,487,33,59,508
2020-11-24,48,2,32,1087,541,546,483,29,58,517
2020-11-25,48,3,32,996,508,488,438,28,70,460
2020-11-26,48,4,32,983,489,494,441,23,48,471
2020-11-27,48,5,32,983,473,510,428,22,45,488
2020-11-28,48,6,33,1263,619,644,529,68,90,576
2020-11-29,48,7,33,898,417,481,331,81,86,400
2020-11-30,49,1,32,1007,483,524,440,25,43,499
2020-12-01,49,2,32,598,298,300,271,14,27,286
2020-12-02,49,3,32,867,427,440,384,21,43,419
2020-12-03,49,4,32,1213,591,622,524,36,67,586
2020-12-04,49,5,32,386,187,199,171,3,16,196
2020-12-05,49,6,33,274,122,152,95,19,27,133
2020-12-06,49,7,33,552,269,283,230,47,39,236
2020-12-07,50,1,32,666,311,355,273,24,38,331
2020-12-08,50,2,32,787,359,428,318,20,41,408
2020-12-09,50,3,32,507,217,290,201,18,16,272
2020-12-10,50,4,32,818,348,470,328,18,20,452
2020-12-11,50,5,32,506,236,270,216,11,20,259
2020-12-12,50,6,33,135,66,69,52,10,14,59
2020-12-13,50,7,33,753,382,371,311,46,71,325
2020-12-14,51,1,32,1154,555,599,488,29,67,570
2020-12-15,51,2,32,707,338,369,300,20,38,349
2020-12-16,51,3,,1236,623,613,546,52,77,561
2020-12-17,51,4,,877,436,441,398,21,38,420
2020-12-18,51,5,,922,461,461,404,37,57,424
2020-12-19,51,6,5,888,455,433,370,52,85,381
2020-12-20,51,7,5,216,108,108,90,5,18,103
2020-12-21,52,1,4,633,306,327,267,27,39,300
2020-12-22,52,2,4,1043,520,523,450,39,70,484
2020-12-23,52,3,4,882,443,439,373,39,70,400
2020-12-24,52,4,4,447,215,232,177,17,38,215
2020-12-25,52,5,6,43,21,22,17,2,4,20
2020-12-26,52,6,5,315,151,164,126,12,25,152
2020-12-27,52,7,5,302,143,159,119,19,24,140
2020-12-28,53,1,4,510,243,267,204,22,39,245
