date,week,dow,status,total,in,out,101000565,102000565,353244422,353244427
2009-06-17,25,3,,1384,675,709,675,709
2009-06-18,25,4,,2663,1376,1287,1376,1287
2009-06-19,25,5,,2295,1208,1087,1208,1087
2009-06-20,25,6,1,1084,538,546,538,546
2009-06-21,25,7,1,888,452,436,452,436
2009-06-22,26,1,,2251,1145,1106,1145,1106
2009-06-23,26,2,,2469,1262,1207,1262,1207
2009-06-24,26,3,,2538,1331,1207,1331,1207
2009-06-25,26,4,,2658,1341,1317,1341,1317
2009-06-26,26,5,,2241,1149,1092,1149,1092
2009-06-27,26,6,1,946,490,456,490,456
2009-06-28,26,7,1,1046,514,532,514,532
2009-06-29,27,1,,2335,1229,1106,1229,1106
2009-06-30,27,2,,2654,1333,1321,1333,1321
2009-07-01,27,3,,2425,1252,1173,1252,1173
2009-07-02,27,4,4,2482,1243,1239,1243,1239
2009-07-03,27,5,4,2266,1163,1103,1163,1103
2009-07-04,27,6,5,997,503,494,503,494
2009-07-05,27,7,5,782,388,394,388,394
2009-07-06,28,1,4,2105,1069,1036,1069,1036
2009-07-07,28,2,4,2261,1147,1114,1147,1114
2009-07-08,28,3,4,1936,989,947,989,947
2009-07-09,28,4,4,2184,1107,1077,1107,1077
2009-07-10,28,5,4,1979,1012,967,1012,967
2009-07-11,28,6,5,873,441,432,441,432
2009-07-12,28,7,5,684,334,350,334,350
2009-07-13,29,1,4,985,508,477,508,477
2009-07-14,29,2,6,695,363,332,363,332
2009-07-15,29,3,4,1799,924,875,924,875
2009-07-16,29,4,4,1975,1007,968,1007,968
2009-07-17,29,5,4,1207,607,600,607,600
2009-07-18,29,6,5,583,274,309,274,309
2009-07-19,29,7,5,767,405,362,405,362
2009-07-20,30,1,4,1754,893,861,893,861
2009-07-21,30,2,4,1891,938,953,938,953
2009-07-22,30,3,4,1624,814,810,814,810
2009-07-23,30,4,4,1446,723,723,723,723
2009-07-24,30,5,4,1551,771,780,771,780
2009-07-25,30,6,5,827,423,404,423,404
2009-07-26,30,7,5,775,389,386,389,386
2009-07-27,31,1,4,1598,820,778,820,778
2009-07-28,31,2,4,1816,928,888,928,888
2009-07-29,31,3,260,12,4,8,4,8
2009-07-30,31,4,4,1633,862,771,862,771
2009-07-31,31,5,4,1552,821,731,821,731
2009-08-01,31,6,5,736,379,357,379,357
2009-08-02,31,7,5,679,330,349,330,349
2009-08-03,32,1,4,1046,553,493,553,493
2009-08-04,32,2,4,1505,786,719,786,719
2009-08-05,32,3,4,1700,991,709,991,709
2009-08-06,32,4,4,1421,732,689,732,689
2009-08-07,32,5,4,1199,614,585,614,585
2009-08-08,32,6,5,675,338,337,338,337
2009-08-09,32,7,5,525,258,267,258,267
2009-08-10,33,1,4,850,437,413,437,413
2009-08-11,33,2,4,1321,659,662,659,662
2009-08-12,33,3,4,1304,679,625,679,625
2009-08-13,33,4,4,1284,669,615,669,615
2009-08-14,33,5,4,1094,562,532,562,532
2009-08-15,33,6,7,562,297,265,297,265
2009-08-16,33,7,5,629,311,318,311,318
2009-08-17,34,1,4,1323,669,654,669,654
2009-08-18,34,2,4,1454,751,703,751,703
2009-08-19,34,3,4,1471,777,694,777,694
2009-08-20,34,4,4,1431,741,690,741,690
2009-08-21,34,5,4,1364,720,644,720,644
2009-08-22,34,6,5,713,374,339,374,339
2009-08-23,34,7,5,726,360,366,360,366
2009-08-24,35,1,4,1575,825,750,825,750
2009-08-25,35,2,4,1337,675,662,675,662
2009-08-26,35,3,4,1534,788,746,788,746
2009-08-27,35,4,4,1903,981,922,981,922
2009-08-28,35,5,4,1777,917,860,917,860
2009-08-29,35,6,5,836,408,428,408,428
2009-08-30,35,7,5,946,459,487,459,487
2009-08-31,36,1,4,2115,1080,1035,1080,1035
2009-09-01,36,2,4,2420,1240,1180,1240,1180
2009-09-02,36,3,,2087,1076,1011,1076,1011
2009-09-03,36,4,,2415,1226,1189,1226,1189
2009-09-04,36,5,,2142,1087,1055,1087,1055
