date,week,dow,status,total,in,out,101051043,102051043,103051043,104051043
2019-08-23,34,5,4,1799,899,900,820,50,79,850
2019-08-24,34,6,5,1177,585,592,516,35,69,557
2019-08-25,34,7,5,813,392,421,345,31,47,390
2019-08-26,35,1,4,1868,935,933,857,32,78,901
2019-08-27,35,2,4,2069,988,1081,909,51,79,1030
2019-08-28,35,3,4,1929,922,1007,847,34,75,973
2019-08-29,35,4,4,2070,1010,1060,940,41,70,1019
2019-08-30,35,5,4,2087,1029,1058,958,33,71,1025
2019-08-31,35,6,5,1527,729,798,657,41,72,757
2019-09-01,35,7,5,1120,547,573,482,26,65,547
2019-09-02,36,1,,2210,1039,1171,967,39,72,1132
2019-09-03,36,2,,2633,1292,1341,1217,44,75,1297
2019-09-04,36,3,,2719,1349,1370,1261,64,88,1306
2019-09-05,36,4,,2398,1173,1225,1098,30,75,1195
2019-09-06,36,5,,2314,1154,1160,1075,41,79,1119
2019-09-07,36,6,1,1698,832,866,753,46,79,820
2019-09-08,36,7,1,792,382,410,332,23,50,387
2019-09-09,37,1,,2388,1208,1180,1117,32,91,1148
2019-09-10,37,2,,2423,1172,1251,1102,60,70,1191
2019-09-11,37,3,,2759,1349,1410,1264,58,85,1352
2019-09-12,37,4,,2666,1291,1375,1204,48,87,1327
2019-09-13,37,5,,2759,1388,1371,1281,36,107,1335
2019-09-14,37,6,1,1994,979,1015,873,45,106,970
2019-09-15,37,7,1,1127,546,581,484,37,62,544
2019-09-16,38,1,,2601,1250,1351,1163,51,87,1300
2019-09-17,38,2,,2872,1387,1485,1301,64,86,1421
2019-09-18,38,3,,2924,1436,1488,1335,59,101,1429
2019-09-19,38,4,,2865,1428,1437,1341,53,87,1384
2019-09-20,38,5,,2826,1379,1447,1272,72,107,1375
2019-09-21,38,6,1,2049,969,1080,877,53,92,1027
2019-09-22,38,7,1,1149,554,595,492,35,62,560
2019-09-23,39,1,,2597,1272,1325,1207,57,65,1268
2019-09-24,39,2,,2527,1247,1280,1175,50,72,1230
2019-09-25,39,3,,2644,1263,1381,1184,43,79,1338
2019-09-26,39,4,,2680,1314,1366,1237,43,77,1323
2019-09-27,39,5,,2864,1426,1438,1308,53,118,1385
2019-09-28,39,6,1,2074,1050,1024,938,49,112,975
2019-09-29,39,7,1,1335,670,665,588,43,82,622
2019-09-30,40,1,,2768,1358,1410,1259,49,99,1361
2019-10-01,40,2,,2624,1268,1356,1201,44,67,1312
2019-10-02,40,3,,2106,1023,1083,971,44,52,1039
2019-10-03,40,4,,2863,1404,1459,1318,62,86,1397
2019-10-04,40,5,,2674,1303,1371,1229,48,74,1323
2019-10-05,40,6,1,1827,911,916,821,36,90,880
2019-10-06,40,7,1,998,474,524,410,30,64,494
2019-10-07,41,1,,2573,1278,1295,1204,42,74,1253
2019-10-08,41,2,,2928,1447,1481,1368,44,79,1437
2019-10-09,41,3,,2183,1076,1107,991,42,85,1065
2019-10-10,41,4,,2942,1433,1509,1334,55,99,1454
2019-10-11,41,5,,2982,1492,1490,1382,51,110,1439
2019-10-12,41,6,1,2077,1007,1070,913,53,94,1017
2019-10-13,41,7,1,1557,766,791,666,44,100,747
2019-10-14,42,1,,2703,1309,1394,1233,45,76,1349
2019-10-15,42,2,,1463,684,779,654,35,30,744
2019-10-16,42,3,,2976,1490,1486,1383,50,107,1436
2019-10-17,42,4,,2897,1426,1471,1327,56,99,1415
2019-10-18,42,5,,2514,1228,1286,1154,49,74,1237
2019-10-19,42,6,5,1684,813,871,720,43,93,828
2019-10-20,42,7,5,1316,640,676,572,37,68,639
2019-10-21,43,1,4,1428,687,741,650,38,37,703
2019-10-22,43,2,4,2294,1161,1133,1081,42,80,1091
2019-10-23,43,3,4,2369,1164,1205,1087,50,77,1155
2019-10-24,43,4,4,2479,1259,1220,1179,35,80,1185
2019-10-25,43,5,4,2408,1172,1236,1069,38,103,1198
2019-10-26,43,6,5,1627,821,806,750,39,71,767
2019-10-27,43,7,5,1003,511,492,460,32,51,460
2019-10-28,44,1,4,1726,856,870,807,31,49,839
2019-10-29,44,2,4,2016,996,1020,934,41,62,979
2019-10-30,44,3,4,2073,1043,1030,974,35,69,995
2019-10-31,44,4,4,1137,572,565,542,30,30,535
2019-11-01,44,5,6,746,378,368,338,18,40,350
2019-11-02,44,6,5,880,451,429,416,24,35,405
2019-11-03,44,7,5,511,234,277,205,16,29,261
2019-11-04,45,1,4,1621,779,842,754,37,25,805
2019-11-05,45,2,4,2673,1290,1383,1201,55,89,1328
2019-11-06,45,3,4,2391,1168,1223,1062,58,106,1165
2019-11-07,45,4,4,1859,886,973,837,37,49,936
2019-11-08,45,5,4,2526,1223,1303,1081,41,142,1262
2019-11-09,45,6,5,1827,903,924,802,40,101,884
2019-11-10,45,7,5,951,500,451,430,20,70,431
2019-11-11,46,1,6,969,467,502,411,19,56,483
2019-11-12,46,2,4,2636,1288,1348,1199,58,89,1290
2019-11-13,46,3,4,2503,1232,1271,1166,38,66,1233
2019-11-14,46,4,4,1647,791,856,755,38,36,818
2019-11-15,46,5,,1855,930,925,889,32,41,893
2019-11-16,46,6,1,1499,751,748,683,40,68,708
2019-11-17,46,7,1,704,337,367,300,18,37,349
2019-11-18,47,1,,2151,1062,1089,1005,35,57,1054
2019-11-19,47,2,,2422,1210,1212,1139,36,71,1176
2019-11-20,47,3,,2523,1251,1272,1160,46,91,1226
2019-11-21,47,4,,2350,1147,1203,1071,34,76,1169
2019-11-22,47,5,,2576,1269,1307,1173,47,96,1260
2019-11-23,47,6,1,1305,650,655,592,44,58,611
2019-11-24,47,7,1,1009,473,536,418,35,55,501
2019-11-25,48,1,,2351,1138,1213,1081,49,57,1164
2019-11-26,48,2,,2682,1322,1360,1234,57,88,1303
2019-11-27,48,3,,2023,984,1039,923,37,61,1002
2019-11-28,48,4,,1935,939,996,885,29,54,967
2019-11-29,48,5,,1926,950,976,898,52,52,924
2019-11-30,48,6,1,1748,882,866,798,45,84,821
2019-12-01,48,7,1,465,181,284,162,28,19,256
2019-12-02,49,1,,1902,910,992,885,25,25,967
2019-12-03,49,2,,2279,1097,1182,1029,40,68,1142
2019-12-04,49,3,,2362,1119,1243,1045,42,74,1201
2019-12-05,49,4,,3029,1503,1526,1370,69,133,1457
2019-12-06,49,5,,2373,1159,1214,1080,35,79,1179
2019-12-07,49,6,1,1827,893,934,834,45,59,889
2019-12-08,49,7,1,1129,520,609,453,36,67,573
2019-12-09,50,1,,1561,697,864,664,85,33,779
2019-12-10,50,2,,2583,1242,1341,1159,43,83,1298
2019-12-11,50,3,,1793,841,952,795,55,46,897
2019-12-12,50,4,,2491,1205,1286,1129,56,76,1230
2019-12-13,50,5,,1651,787,864,737,40,50,824
2019-12-14,50,6,1,1044,492,552,446,35,46,517
2019-12-15,50,7,1,1056,500,556,445,26,55,530
2019-12-16,51,1,,2312,1106,1206,1046,38,60,1168
2019-12-17,51,2,,3073,1539,1534,1439,55,100,1479
2019-12-18,51,3,,2769,1342,1427,1265,56,77,1371
2019-12-19,51,4,,2935,1423,1512,1333,46,90,1466
2019-12-20,51,5,,1547,735,812,692,42,43,770
2019-12-21,51,6,5,1595,806,789,732,29,74,760
2019-12-22,51,7,5,709,343,366,308,23,35,343
2019-12-23,52,1,4,922,451,471,418,27,33,444
2019-12-24,52,2,4,494,235,259,220,18,15,241
2019-12-25,52,3,6,226,118,108,98,11,20,97
2019-12-26,52,4,4,766,373,393,337,12,36,381
2019-12-27,52,5,4,642,293,349,274,14,19,335
2019-12-28,52,6,5,783,394,389,360,16,34,373
2019-12-29,52,7,5,542,253,289,214,13,39,276
2019-12-30,01,1,4,1012,485,527,438,30,47,497
2019-12-31,01,2,4,858,415,443,376,17,39,426
2020-01-01,01,3,6,407,196,211,167,12,29,199
2020-01-02,01,4,4,990,463,527,430,24,33,503
2020-01-03,01,5,4,1224,617,607,578,22,39,585
2020-01-04,01,6,5,1118,538,580,498,30,40,550
2020-01-05,01,7,5,731,340,391,305,23,35,368
2020-01-06,02,1,,2029,974,1055,924,57,50,998
2020-01-07,02,2,,2239,1034,1205,975,50,59,1155
2020-01-08,02,3,,2185,1036,1149,982,44,54,1105
2020-01-09,02,4,,2510,1215,1295,1129,71,86,1224
2020-01-10,02,5,,2178,1081,1097,1016,102,65,995
2020-01-11,02,6,1,1596,767,829,699,49,68,780
2020-01-12,02,7,1,984,480,504,432,27,48,477
2020-01-13,03,1,,2210,1072,1138,1002,33,70,1105
2020-01-14,03,2,,2414,1177,1237,1118,47,59,1190
2020-01-15,03,3,,2368,1128,1240,1056,52,72,1188
2020-01-16,03,4,,2546,1234,1312,1145,62,89,1250
2020-01-17,03,5,,1660,795,865,765,37,30,828
2020-01-18,03,6,1,1368,668,700,620,35,48,665
2020-01-19,03,7,1,965,451,514,392,38,59,476
2020-01-20,04,1,,2036,976,1060,927,33,49,1027
2020-01-21,04,2,,2351,1111,1240,1064,48,47,1192
2020-01-22,04,3,,2311,1120,1191,1066,42,54,1149
2020-01-23,04,4,,2343,1135,1208,1076,36,59,1172
2020-01-24,04,5,,2052,988,1064,902,54,86,1010
2020-01-25,04,6,1,1357,674,683,613,39,61,644
2020-01-26,04,7,1,777,339,438,297,31,42,407
2020-01-27,05,1,,1968,951,1017,901,32,50,985
2020-01-28,05,2,,1832,876,956,837,36,39,920
2020-01-29,05,3,,1982,940,1042,876,44,64,998
2020-01-30,05,4,,1997,989,1008,934,37,55,971
2020-01-31,05,5,,2179,1042,1137,972,51,70,1086
2020-02-01,05,6,1,1546,762,784,697,42,65,742
2020-02-02,05,7,1,509,230,279,211,19,19,260
2020-02-03,06,1,,2291,1134,1157,1052,43,82,1114
2020-02-04,06,2,,1638,787,851,747,40,40,811
2020-02-05,06,3,,2305,1111,1194,1054,45,57,1149
2020-02-06,06,4,,2394,1201,1193,1090,37,111,1156
2020-02-07,06,5,,2352,1166,1186,1089,31,77,1155
2020-02-08,06,6,1,1553,783,770,697,27,86,743
2020-02-09,06,7,1,999,483,516,439,28,44,488
2020-02-10,07,1,,2256,1095,1161,1011,32,84,1129
2020-02-11,07,2,,1991,938,1053,894,38,44,1015
2020-02-12,07,3,,2541,1242,1299,1158,47,84,1252
2020-02-13,07,4,,2101,1000,1101,941,41,59,1060
2020-02-14,07,5,,2517,1249,1268,1191,33,58,1235
2020-02-15,07,6,1,1656,770,886,707,43,63,843
2020-02-16,07,7,1,1073,539,534,487,27,52,507
2020-02-17,08,1,,1947,939,1008,902,40,37,968
2020-02-18,08,2,,2460,1201,1259,1142,30,59,1229
2020-02-19,08,3,,2166,1063,1103,1011,38,52,1065
2020-02-20,08,4,,2730,1394,1336,1314,58,80,1278
2020-02-21,08,5,,2441,1250,1191,1206,47,44,1144
2020-02-22,08,6,5,1668,829,839,756,35,73,804
2020-02-23,08,7,5,1195,643,552,577,26,66,526
2020-02-24,09,1,4,1987,995,992,953,28,42,964
2020-02-25,09,2,4,1767,872,895,833,27,39,868
2020-02-26,09,3,4,1393,680,713,641,28,39,685
2020-02-27,09,4,4,1362,653,709,623,39,30,670
2020-02-28,09,5,4,1888,949,939,892,30,57,909
2020-02-29,09,6,5,1013,476,537,442,18,34,519
2020-03-01,09,7,5,842,433,409,392,24,41,385
2020-03-02,10,1,4,1154,567,587,553,29,14,558
2020-03-03,10,2,4,2245,1101,1144,1030,65,71,1079
2020-03-04,10,3,4,2210,1135,1075,1057,48,78,1027
2020-03-05,10,4,4,1389,690,699,667,45,23,654
2020-03-06,10,5,4,2165,1088,1077,1033,45,55,1032
2020-03-07,10,6,5,1610,831,779,771,34,60,745
2020-03-08,10,7,5,1292,644,648,573,47,71,601
2020-03-09,11,1,,1943,962,981,905,50,57,931
2020-03-10,11,2,,2384,1199,1185,1125,41,74,1144
2020-03-11,11,3,,3067,1530,1537,1427,72,103,1465
2020-03-12,11,4,,2964,1488,1476,1409,48,79,1428
2020-03-13,11,5,,2585,1340,1245,1253,49,87,1196
2020-03-14,11,6,1,1877,953,924,868,47,85,877
2020-03-15,11,7,1,1452,745,707,678,39,67,668
2020-03-16,12,1,,1738,865,873,817,33,48,840
2020-03-17,12,2,32,782,375,407,359,18,16,389
2020-03-18,12,3,32,561,267,294,247,18,20,276
2020-03-19,12,4,32,587,289,298,265,18,24,280
2020-03-20,12,5,32,517,257,260,238,11,19,249
2020-03-21,12,6,33,346,181,165,159,8,22,157
2020-03-22,12,7,33,170,90,80,79,6,11,74
2020-03-23,13,1,32,401,190,211,173,10,17,201
2020-03-24,13,2,32,399,187,212,172,8,15,204
2020-03-25,13,3,32,351,161,190,148,11,13,179
2020-03-26,13,4,32,375,195,180,187,9,8,171
2020-03-27,13,5,32,432,208,224,200,10,8,214
2020-03-28,13,6,33,277,155,122,146,3,9,119
2020-03-29,13,7,33,129,58,71,50,5,8,66
2020-03-30,14,1,32,289,157,132,146,4,11,128
2020-03-31,14,2,32,370,185,185,169,9,16,176
2020-04-01,14,3,32,418,208,210,189,14,19,196
2020-04-02,14,4,32,408,204,204,191,14,13,190
2020-04-03,14,5,32,434,215,219,197,15,18,204
2020-04-04,14,6,33,331,174,157,156,9,18,148
2020-04-05,14,7,33,232,104,128,98,10,6,118
2020-04-06,15,1,32,362,185,177,169,6,16,171
2020-04-07,15,2,32,408,213,195,200,9,13,186
2020-04-08,15,3,32,450,233,217,216,14,17,203
2020-04-09,15,4,32,513,253,260,223,12,30,248
2020-04-10,15,5,32,517,262,255,237,10,25,245
2020-04-11,15,6,33,402,190,212,176,14,14,198
2020-04-12,15,7,33,263,135,128,118,10,17,118
2020-04-13,16,1,34,273,129,144,113,9,16,135
2020-04-14,16,2,32,504,246,258,226,23,20,235
2020-04-15,16,3,32,579,275,304,255,16,20,288
2020-04-16,16,4,32,551,262,289,240,15,22,274
2020-04-17,16,5,32,572,289,283,270,6,19,277
2020-04-18,16,6,37,503,262,241,237,12,25,229
2020-04-19,16,7,37,290,155,135,139,12,16,123
2020-04-20,17,1,36,445,218,227,206,10,12,217
2020-04-21,17,2,36,533,270,263,252,11,18,252
2020-04-22,17,3,36,591,296,295,279,10,17,285
2020-04-23,17,4,36,674,339,335,315,18,24,317
2020-04-24,17,5,36,676,340,336,322,24,18,312
2020-04-25,17,6,37,517,268,249,244,17,24,232
2020-04-26,17,7,37,342,180,162,162,17,18,145
2020-04-27,18,1,36,437,214,223,193,13,21,210
2020-04-28,18,2,36,414,209,205,202,8,7,197
2020-04-29,18,3,36,764,383,381,356,28,27,353
2020-04-30,18,4,36,420,214,206,203,16,11,190
2020-05-01,18,5,38,192,86,106,72,15,14,91
2020-05-02,18,6,37,415,204,211,186,15,18,196
2020-05-03,18,7,37,423,216,207,194,18,22,189
2020-05-04,19,1,32,811,383,428,349,25,34,403
2020-05-05,19,2,32,799,421,378,395,19,26,359
2020-05-06,19,3,32,853,415,438,380,21,35,417
2020-05-07,19,4,32,934,447,487,418,22,29,465
2020-05-08,19,5,34,660,339,321,307,25,32,296
2020-05-09,19,6,33,802,409,393,373,16,36,377
2020-05-10,19,7,33,448,237,211,212,15,25,196
2020-05-11,20,1,32,1555,817,738,760,35,57,703
2020-05-12,20,2,,1731,859,872,809,34,50,838
2020-05-13,20,3,,1184,584,600,540,34,44,566
2020-05-14,20,4,,1575,784,791,743,29,41,762
2020-05-15,20,5,,1669,794,875,746,47,48,828
2020-05-16,20,6,1,1735,899,836,815,46,84,790
2020-05-17,20,7,1,1268,621,647,546,41,75,606
2020-05-18,21,1,,1959,966,993,909,40,57,953
2020-05-19,21,2,,2336,1169,1167,1096,39,73,1128
2020-05-20,21,3,4,2511,1224,1287,1144,65,80,1222
2020-05-21,21,4,6,1506,784,722,716,36,68,686
2020-05-22,21,5,4,1891,966,925,890,35,76,890
2020-05-23,21,6,5,1041,527,514,480,32,47,482
2020-05-24,21,7,5,1422,716,706,654,44,62,662
2020-05-25,22,1,,2226,1106,1120,1025,42,81,1078
2020-05-26,22,2,,2727,1367,1360,1257,54,110,1306
2020-05-27,22,3,,2776,1402,1374,1290,54,112,1320
2020-05-28,22,4,,2892,1408,1484,1309,72,99,1412
2020-05-29,22,5,,2870,1437,1433,1335,55,102,1378
2020-05-30,22,6,1,2242,1143,1099,1051,56,92,1043
2020-05-31,22,7,1,1405,726,679,642,57,84,622
2020-06-01,23,1,2,1487,757,730,698,43,59,687
2020-06-02,23,2,,2937,1499,1438,1421,61,78,1377
2020-06-03,23,3,,2066,1015,1051,951,50,64,1001
2020-06-04,23,4,,1724,820,904,787,43,33,861
2020-06-05,23,5,,2219,1112,1107,1043,50,69,1057
2020-06-06,23,6,1,2788,1434,1354,1319,67,115,1287
2020-06-07,23,7,1,897,450,447,408,19,42,428
2020-06-08,24,1,,0,0,0,0,0,0,0
2020-06-09,24,2,,1696,847,849,806,47,41,802
2020-06-10,24,3,,1723,863,860,829,40,34,820
2020-06-11,24,4,,2751,1377,1374,1288,62,89,1312
2020-06-12,24,5,,2857,1418,1439,1328,60,90,1379
2020-06-13,24,6,1,376,190,186,23,141,167,45
2020-06-14,24,7,1,1525,785,740,700,56,85,684
2020-06-15,25,1,,2752,1407,1345,1326,60,81,1285
2020-06-16,25,2,,3214,1643,1571,1528,68,115,1503
2020-06-17,25,3,,3110,1593,1517,1493,66,100,1451
2020-06-18,25,4,,2895,1430,1465,1347,63,83,1402
2020-06-19,25,5,,3233,1621,1612,1517,70,104,1542
2020-06-20,25,6,1,2534,1272,1262,1177,65,95,1197
2020-06-21,25,7,1,1910,1016,894,904,63,112,831
2020-06-22,26,1,,2921,1404,1517,1317,59,87,1458
2020-06-23,26,2,,3391,1751,1640,1646,49,105,1591
2020-06-24,26,3,,3418,1699,1719,1601,65,98,1654
2020-06-25,26,4,,3590,1784,1806,1673,80,111,1726
2020-06-26,26,5,,3230,1620,1610,1525,85,95,1525
2020-06-27,26,6,1,2395,1175,1220,1080,57,95,1163
2020-06-28,26,7,1,1647,865,782,775,56,90,726
2020-06-29,27,1,,3033,1507,1526,1422,59,85,1467
2020-06-30,27,2,,3615,1804,1811,1693,87,111,1724
2020-07-01,27,3,,3078,1535,1543,1438,53,97,1490
2020-07-02,27,4,,3327,1693,1634,1599,67,94,1567
2020-07-03,27,5,,3140,1551,1589,1462,60,89,1529
2020-07-04,27,6,5,2450,1235,1215,1146,62,89,1153
2020-07-05,27,7,5,1637,803,834,731,43,72,791
2020-07-06,28,1,4,3123,1559,1564,1489,57,70,1507
2020-07-07,28,2,4,4093,1979,2114,1851,91,128,2023
2020-07-08,28,3,4,3634,1788,1846,1688,82,100,1764
2020-07-09,28,4,4,3511,1737,1774,1631,81,106,1693
2020-07-10,28,5,4,2950,1476,1474,1388,50,88,1424
2020-07-11,28,6,5,1778,884,894,822,47,62,847
2020-07-12,28,7,5,1263,644,619,583,43,61,576
2020-07-13,29,1,4,1993,1034,959,961,35,73,924
2020-07-14,29,2,6,1713,891,822,802,56,89,766
2020-07-15,29,3,4,3109,1507,1602,1427,69,80,1533
2020-07-16,29,4,4,3197,1569,1628,1478,70,91,1558
2020-07-17,29,5,4,2889,1433,1456,1348,58,85,1398
2020-07-18,29,6,5,2106,1045,1061,972,51,73,1010
2020-07-19,29,7,5,1372,707,665,634,35,73,630
2020-07-20,30,1,4,2972,1493,1479,1405,53,88,1426
2020-07-21,30,2,4,3161,1543,1618,1452,94,91,1524
2020-07-22,30,3,4,2468,1245,1223,1176,51,69,1172
2020-07-23,30,4,4,3095,1552,1543,1480,45,72,1498
2020-07-24,30,5,4,2883,1394,1489,1311,67,83,1422
2020-07-25,30,6,5,1958,962,996,883,44,79,952
2020-07-26,30,7,5,1290,702,588,618,27,84,561
2020-07-27,31,1,4,2514,1241,1273,1177,54,64,1219
2020-07-28,31,2,4,2677,1362,1315,1280,54,82,1261
2020-07-29,31,3,4,2851,1409,1442,1318,55,91,1387
2020-07-30,31,4,4,2617,1352,1265,1257,34,95,1231
2020-07-31,31,5,4,2353,1184,1169,1088,52,96,1117
2020-08-01,31,6,5,1498,778,720,716,35,62,685
2020-08-02,31,7,5,1113,574,539,511,33,63,506
2020-08-03,32,1,4,1688,840,848,792,40,48,808
2020-08-04,32,2,4,2319,1184,1135,1098,50,86,1085
2020-08-05,32,3,4,2312,1154,1158,1066,57,88,1101
2020-08-06,32,4,4,2352,1136,1216,1064,71,72,1145
2020-08-07,32,5,4,2095,1040,1055,959,50,81,1005
2020-08-08,32,6,5,1409,688,721,629,43,59,678
2020-08-09,32,7,5,968,514,454,449,24,65,430
2020-08-10,33,1,4,1847,929,918,870,36,59,882
