date,week,dow,smh1,drac1,eyb1,gre1,gre2
2013-01-01,01,2,157,76,58,101,240
2013-01-02,01,3,640,330,209,370,907
2013-01-03,01,4,987,570,361,575,1278
2013-01-04,01,5,1063,542,278,567,1295
2013-01-05,01,6,484,374,170,229,558
2013-01-06,01,7,779,487,220,287,554
2013-01-07,02,1,2354,480,404,902,2000
2013-01-08,02,2,2556,525,414,987,2278
2013-01-09,02,3,2180,412,347,864,2007
2013-01-10,02,4,2026,261,278,801,1871
2013-01-11,02,5,1149,134,154,466,1198
2013-01-12,02,6,557,403,239,293,761
2013-01-13,02,7,417,212,121,219,515
2013-01-14,03,1,1738,202,252,649,1537
2013-01-15,03,2,1556,219,211,599,1454
2013-01-16,03,3,1530,132,224,537,1445
2013-01-17,03,4,1141,113,193,433,1016
2013-01-18,03,5,1335,137,201,503,1238
2013-01-19,03,6,317,109,66,179,503
2013-01-20,03,7,295,114,87,125,451
2013-01-21,04,1,1893,331,268,736,1667
2013-01-22,04,2,2306,467,350,861,1913
2013-01-23,04,3,2170,356,322,783,1951
2013-01-24,04,4,2169,281,317,859,1869
2013-01-25,04,5,1890,296,278,808,1740
2013-01-26,04,6,566,350,168,348,774
2013-01-27,04,7,496,280,140,246,548
2013-01-28,05,1,2020,377,315,786,1739
2013-01-29,05,2,2292,454,309,905,2045
2013-01-30,05,3,2311,667,439,919,2032
2013-01-31,05,4,2531,563,415,893,2021
2013-02-01,05,5,1870,217,254,674,1688
2013-02-02,05,6,379,73,83,184,532
2013-02-03,05,7,443,203,113,216,400
2013-02-04,06,1,1283,152,171,498,1258
2013-02-05,06,2,2070,292,285,737,1626
2013-02-06,06,3,1469,180,234,544,1373
2013-02-07,06,4,1860,204,262,652,1608
2013-02-08,06,5,1849,332,286,685,1649
2013-02-09,06,6,488,223,104,227,627
2013-02-10,06,7,379,261,98,172,450
2013-02-11,07,1,664,64,147,284,663
2013-02-12,07,2,1004,28,163,372,981
2013-02-13,07,3,1521,101,199,535,1365
2013-02-14,07,4,1832,191,246,696,1640
2013-02-15,07,5,1425,160,216,558,1458
2013-02-16,07,6,706,621,225,388,760
2013-02-17,07,7,750,660,263,375,605
2013-02-18,08,1,2008,418,406,799,1846
2013-02-19,08,2,2451,627,411,927,2058
2013-02-20,08,3,2374,714,390,893,2025
2013-02-21,08,4,2161,388,327,781,2022
2013-02-22,08,5,1797,278,282,690,1667
2013-02-23,08,6,293,100,48,166,454
2013-02-24,08,7,153,10,27,84,148
2013-02-25,09,1,828,283,227,377,976
2013-02-26,09,2,1162,438,336,497,1368
2013-02-27,09,3,1126,466,331,565,1316
2013-02-28,09,4,1213,525,348,670,1468
2013-03-01,09,5,1122,388,284,556,1345
2013-03-02,09,6,559,442,179,303,606
2013-03-03,09,7,914,724,320,391,639
2013-03-04,10,1,2410,825,515,801,1618
2013-03-05,10,2,2443,534,372,773,1673
2013-03-06,10,3,2327,484,434,788,1531
2013-03-07,10,4,2446,637,400,740,1571
2013-03-08,10,5,1154,188,163,425,1067
2013-03-09,10,6,1067,1004,329,480,916
2013-03-10,10,7,1720,1259,521,597,837
2013-03-11,11,1,2596,787,503,990,2078
2013-03-12,11,2,2659,519,464,988,2138
2013-03-13,11,3,2047,310,295,772,1725
2013-03-14,11,4,2303,264,259,759,1745
2013-03-15,11,5,2115,336,356,785,1740
2013-03-16,11,6,960,883,355,414,818
2013-03-17,11,7,463,133,145,223,477
2013-03-18,12,1,1110,136,170,438,1115
2013-03-19,12,2,2692,697,409,1022,2204
2013-03-20,12,3,2225,382,345,782,1794
2013-03-21,12,4,2914,879,529,1109,2243
2013-03-22,12,5,2753,897,481,1023,2116
2013-03-23,12,6,981,700,344,484,911
2013-03-24,12,7,339,78,82,209,362
2013-03-25,13,1,2403,432,414,872,1867
2013-03-26,13,2,2683,575,444,991,2117
2013-03-27,13,3,3086,1050,598,1100,2198
2013-03-28,13,4,1123,122,127,437,1203
2013-03-29,13,5,1336,217,218,589,1377
2013-03-30,13,6,383,226,96,226,535
2013-03-31,13,7,494,237,128,205,483
2013-04-01,14,1,1219,1098,376,367,582
2013-04-02,14,2,2821,708,457,1076,2196
2013-04-03,14,3,3236,1102,597,1065,2274
2013-04-04,14,4,2817,580,441,999,2183
2013-04-05,14,5,2358,378,375,855,1929
2013-04-06,14,6,751,470,201,368,835
2013-04-07,14,7,1101,588,289,366,604
2013-04-08,15,1,2384,377,362,920,1926
2013-04-09,15,2,2232,312,310,805,1948
2013-04-10,15,3,3350,1205,703,1203,2352
2013-04-11,15,4,2925,645,431,953,2209
2013-04-12,15,5,2595,641,463,927,2025
2013-04-13,15,6,1975,1340,501,702,1174
2013-04-14,15,7,2900,1785,819,811,925
2013-04-15,16,1,3717,1148,714,1384,2473
2013-04-16,16,2,4070,1336,821,1539,2799
2013-04-17,16,3,4267,1626,855,1627,2748
2013-04-18,16,4,4204,1307,816,1468,2819
2013-04-19,16,5,1186,144,185,476,1270
2013-04-20,16,6,536,230,92,281,655
2013-04-21,16,7,855,533,245,381,597
2013-04-22,17,1,1860,652,434,750,1620
2013-04-23,17,2,2608,1267,649,1026,2000
2013-04-24,17,3,3060,1610,870,1094,1929
2013-04-25,17,4,3033,1652,703,1126,2072
2013-04-26,17,5,1197,327,238,506,1132
2013-04-27,17,6,152,44,39,101,222
2013-04-28,17,7,567,382,137,306,493
2013-04-29,18,1,1207,227,155,472,1048
2013-04-30,18,2,1721,516,307,641,1267
2013-05-01,18,3,1559,907,368,504,781
2013-05-02,18,4,2577,767,537,802,1554
2013-05-03,18,5,1665,320,264,552,1230
2013-05-04,18,6,1310,855,411,500,823
2013-05-05,18,7,1793,1090,493,579,832
2013-05-06,19,1,2292,584,383,902,1821
2013-05-07,19,2,2895,996,568,1182,2336
2013-05-08,19,3,2468,1669,708,760,988
2013-05-09,19,4,907,547,257,407,611
2013-05-10,19,5,692,237,200,447,922
2013-05-11,19,6,1025,614,373,452,809
2013-05-12,19,7,1348,766,445,528,782
2013-05-13,20,1,3642,1191,747,1465,2650
2013-05-14,20,2,3929,1425,864,1475,2896
2013-05-15,20,3,2146,386,326,804,1872
2013-05-16,20,4,1277,145,174,531,1363
2013-05-17,20,5,1866,430,327,714,1739
2013-05-18,20,6,723,388,174,369,825
2013-05-19,20,7,757,345,202,330,511
2013-05-20,21,1,2572,1840,777,839,1045
2013-05-21,21,2,2616,551,488,1138,2313
2013-05-22,21,3,1958,440,334,776,1800
2013-05-23,21,4,2525,647,493,1042,2205
2013-05-24,21,5,1872,355,285,765,1694
2013-05-25,21,6,617,269,151,307,596
2013-05-26,21,7,1325,679,312,435,732
2013-05-27,22,1,3413,1314,793,1365,2523
2013-05-28,22,2,2003,454,363,862,1976
2013-05-29,22,3,1933,457,406,800,1779
2013-05-30,22,4,2266,549,430,914,2074
2013-05-31,22,5,2006,473,375,827,1934
2013-06-01,22,6,622,275,172,308,645
2013-06-02,22,7,1139,697,364,455,808
2013-06-03,23,1,2886,1014,628,1236,2516
2013-06-04,23,2,3085,1243,661,1333,2782
2013-06-05,23,3,3496,1330,833,1353,2813
2013-06-06,23,4,3433,1224,704,1513,2903
2013-06-07,23,5,3258,1156,738,1363,2836
2013-06-08,23,6,1416,905,382,576,1245
2013-06-09,23,7,1373,692,380,526,846
2013-06-10,24,1,2723,872,585,1157,2465
2013-06-11,24,2,3346,1258,724,1465,2962
2013-06-12,24,3,3738,1545,927,1483,2847
2013-06-13,24,4,3635,1308,807,1436,2853
2013-06-14,24,5,2844,842,533,1105,2360
2013-06-15,24,6,1603,1208,564,813,1262
2013-06-16,24,7,2270,1035,453,643,971
2013-06-17,25,1,3386,1099,666,1352,2701
2013-06-18,25,2,3616,1225,702,1475,2862
2013-06-19,25,3,3133,1029,750,1400,2602
2013-06-20,25,4,2888,657,541,1200,2397
2013-06-21,25,5,3148,1090,658,1210,2635
2013-06-22,25,6,1741,1071,496,684,1272
2013-06-23,25,7,1790,948,456,615,861
2013-06-24,26,1,1740,448,407,782,1697
2013-06-25,26,2,3067,1080,699,1396,2654
2013-06-26,26,3,3149,1194,797,1250,2408
2013-06-27,26,4,2935,996,664,1194,2578
2013-06-28,26,5,2695,813,543,1122,2435
2013-06-29,26,6,428,254,137,235,685
2013-06-30,26,7,1994,1340,506,759,1024
2013-07-01,27,1,3072,1391,702,1347,2555
2013-07-02,27,2,3222,1444,770,1430,2817
2013-07-03,27,3,1649,509,381,821,1780
2013-07-04,27,4,2615,987,621,1160,2558
2013-07-05,27,5,2651,1105,624,1197,2519
2013-07-06,27,6,1250,1079,438,563,1082
2013-07-07,27,7,1395,902,400,546,895
2013-07-08,28,1,2505,1008,572,1085,2113
2013-07-09,28,2,2666,1169,628,1114,2315
2013-07-10,28,3,2398,987,543,1058,2128
2013-07-11,28,4,2837,1194,623,1154,2310
2013-07-12,28,5,2504,1179,577,1109,2359
2013-07-13,28,6,1152,925,407,540,995
2013-07-14,28,7,1517,900,361,516,819
2013-07-15,29,1,2497,1044,595,1061,1819
2013-07-16,29,2,2834,1314,718,1172,2247
2013-07-17,29,3,2449,1062,568,1003,1998
2013-07-18,29,4,1936,764,465,794,1860
2013-07-19,29,5,2124,877,473,929,1935
2013-07-20,29,6,1179,1025,479,575,998
2013-07-21,29,7,1258,1024,406,505,878
2013-07-22,30,1,2005,894,535,868,1764
2013-07-23,30,2,2453,1122,585,1066,2111
2013-07-24,30,3,2449,1077,646,1093,1977
2013-07-25,30,4,2331,1027,600,1036,1961
2013-07-26,30,5,1977,861,492,909,1838
2013-07-27,30,6,872,667,257,424,728
2013-07-28,30,7,762,505,219,336,553
2013-07-29,31,1,888,410,218,382,754
2013-07-30,31,2,2182,1233,605,1043,1846
2013-07-31,31,3,2184,1243,597,971,1736
2013-08-01,31,4,1938,1003,500,906,1682
2013-08-02,31,5,1650,798,442,817,1646
2013-08-03,31,6,868,818,318,492,778
2013-08-04,31,7,1048,664,287,403,628
2013-08-05,32,1,1475,812,463,763,1406
2013-08-06,32,2,1595,1053,499,786,1521
2013-08-07,32,3,648,214,181,332,807
2013-08-08,32,4,1076,378,269,495,989
2013-08-09,32,5,1365,719,359,634,1317
2013-08-10,32,6,898,953,393,445,746
2013-08-11,32,7,1141,858,359,462,606
2013-08-12,33,1,1414,1116,442,722,1265
2013-08-13,33,2,1527,941,479,738,1376
2013-08-14,33,3,1430,868,447,717,1289
2013-08-15,33,4,1170,849,329,437,577
2013-08-16,33,5,961,799,349,576,827
2013-08-17,33,6,965,883,384,437,685
2013-08-18,33,7,1194,801,315,410,648
2013-08-19,34,1,1551,896,450,784,1326
2013-08-20,34,2,2141,1188,619,929,1662
2013-08-21,34,3,2128,1196,595,963,1588
2013-08-22,34,4,2162,1139,596,923,1613
2013-08-23,34,5,1914,1058,589,957,1535
2013-08-24,34,6,668,536,273,356,688
2013-08-25,34,7,1342,771,380,491,789
2013-08-26,35,1,2202,1041,541,936,1788
2013-08-27,35,2,2168,883,494,950,1942
2013-08-28,35,3,2312,1012,556,1052,1939
2013-08-29,35,4,2617,1194,633,1118,2190
2013-08-30,35,5,2472,1066,607,978,2048
2013-08-31,35,6,1447,1170,447,656,1141
2013-09-01,35,7,1996,1261,487,691,967
2013-09-02,36,1,3048,1231,718,1327,2365
2013-09-03,36,2,3665,1296,845,1438,2895
2013-09-04,36,3,3700,1393,872,1407,2884
2013-09-05,36,4,3791,1180,729,1548,2800
2013-09-06,36,5,3280,1039,666,1392,2717
2013-09-07,36,6,1492,1063,552,625,1232
2013-09-08,36,7,701,243,239,268,526
2013-09-09,37,1,3750,1092,686,1390,2684
2013-09-10,37,2,4135,1041,669,1517,2983
2013-09-11,37,3,4127,1050,721,1503,2813
2013-09-12,37,4,4133,706,571,1484,2644
2013-09-13,37,5,3629,929,683,1363,2794
2013-09-14,37,6,1655,1117,510,702,1212
2013-09-15,37,7,871,219,141,895,544
2013-09-16,38,1,3197,502,397,1030,2169
2013-09-17,38,2,3582,676,479,1199,2330
2013-09-18,38,3,2935,457,407,969,2064
2013-09-19,38,4,3926,969,539,1330,2650
2013-09-20,38,5,3818,1039,604,1288,2694
2013-09-21,38,6,1611,934,523,752,1153
2013-09-22,38,7,2163,1140,572,792,1016
2013-09-23,39,1,4555,1225,711,1490,2892
2013-09-24,39,2,4967,1172,802,1629,3198
2013-09-25,39,3,4695,1344,761,1618,3084
2013-09-26,39,4,4809,989,644,1543,3056
2013-09-27,39,5,4173,998,717,1456,3003
2013-09-28,39,6,1562,885,501,712,1267
2013-09-29,39,7,719,291,175,299,588
2013-09-30,40,1,3570,681,503,1077,2402
2013-10-01,40,2,4776,1027,723,1621,3073
2013-10-02,40,3,4736,1232,883,1612,3096
2013-10-03,40,4,5079,999,735,1674,2984
2013-10-04,40,5,3656,618,460,1202,2534
2013-10-05,40,6,865,302,247,400,873
2013-10-06,40,7,1387,541,374,430,932
2013-10-07,41,1,3963,638,530,1267,2676
2013-10-08,41,2,4428,764,607,1391,2961
2013-10-09,41,3,4346,824,662,1356,2756
2013-10-10,41,4,3367,417,406,1061,2167
2013-10-11,41,5,3076,439,380,1029,2302
2013-10-12,41,6,1070,391,211,474,940
2013-10-13,41,7,1360,533,216,384,752
2013-10-14,42,1,2992,434,364,912,2167
2013-10-15,42,2,2924,345,347,940,2252
2013-10-16,42,3,3475,549,469,1140,2381
2013-10-17,42,4,4255,877,643,1327,3028
2013-10-18,42,5,3748,788,587,1341,2851
2013-10-19,42,6,1620,1039,358,610,1336
2013-10-20,42,7,564,216,141,218,556
2013-10-21,43,1,4276,969,698,1175,2230
2013-10-22,43,2,4469,886,662,1208,2531
2013-10-23,43,3,2901,339,334,811,1768
2013-10-24,43,4,4230,965,660,1307,2370
2013-10-25,43,5,3432,1002,632,1121,2365
2013-10-26,43,6,1724,927,535,620,979
2013-10-27,43,7,869,399,237,307,605
2013-10-28,44,1,2550,1204,678,961,1881
2013-10-29,44,2,1777,503,328,757,1842
2013-10-30,44,3,2019,711,519,795,1812
2013-10-31,44,4,1975,671,525,807,1843
2013-11-01,44,5,969,652,373,448,749
2013-11-02,44,6,735,366,230,348,677
2013-11-03,44,7,784,351,252,320,610
2013-11-04,45,1,1829,201,177,599,1513
2013-11-05,45,2,3069,419,333,902,2203
2013-11-06,45,3,3154,494,408,970,2282
2013-11-07,45,4,4132,905,586,1325,2813
2013-11-08,45,5,3090,643,416,1169,2418
2013-11-09,45,6,1172,685,287,512,989
2013-11-10,45,7,180,40,42,153,327
2013-11-11,46,1,1161,530,261,502,553
2013-11-12,46,2,3690,669,482,1277,2674
2013-11-13,46,3,3444,546,460,1104,2425
2013-11-14,46,4,3431,412,390,1145,2448
2013-11-15,46,5,2816,253,242,755,1931
2013-11-16,46,6,941,519,272,486,977
2013-11-17,46,7,893,387,176,345,784
2013-11-18,47,1,3203,470,375,1148,2406
2013-11-19,47,2,2909,308,305,921,2215
2013-11-20,47,3,2164,189,196,694,1541
2013-11-21,47,4,2239,225,228,753,1739
2013-11-22,47,5,2586,297,275,846,2002
2013-11-23,47,6,632,153,135,331,784
2013-11-24,47,7,516,127,126,259,594
2013-11-25,48,1,3056,427,375,959,2075
2013-11-26,48,2,3291,497,399,1090,2392
2013-11-27,48,3,3104,489,408,1079,2282
2013-11-28,48,4,3019,392,351,1014,2218
2013-11-29,48,5,2665,370,292,930,2158
2013-11-30,48,6,537,106,81,220,636
2013-12-01,48,7,448,177,126,211,636
2013-12-02,49,1,2991,449,395,941,2160
2013-12-03,49,2,3182,523,414,1074,2358
2013-12-04,49,3,3186,547,405,1029,2227
2013-12-05,49,4,3087,391,351,923,2216
2013-12-06,49,5,2697,384,332,942,2163
2013-12-07,49,6,782,396,183,341,908
2013-12-08,49,7,680,364,191,291,645
2013-12-09,50,1,2830,502,327,961,2090
2013-12-10,50,2,3025,494,331,958,2337
2013-12-11,50,3,2911,472,390,1019,2181
2013-12-12,50,4,2888,430,382,946,2342
2013-12-13,50,5,2512,356,345,905,2230
2013-12-14,50,6,794,357,171,436,875
2013-12-15,50,7,741,338,155,276,601
2013-12-16,51,1,2721,568,374,935,2125
2013-12-17,51,2,2827,422,391,964,2316
2013-12-18,51,3,2703,465,352,980,2102
2013-12-19,51,4,2108,190,224,642,1787
2013-12-20,51,5,1414,123,142,415,1446
2013-12-21,51,6,584,356,225,369,909
2013-12-22,51,7,542,425,128,299,604
2013-12-23,52,1,680,479,312,413,938
2013-12-24,52,2,337,199,106,231,708
2013-12-25,52,3,87,15,25,84,171
2013-12-26,52,4,115,39,45,134,296
2013-12-27,52,5,489,422,184,344,691
2013-12-28,52,6,269,188,74,193,418
2013-12-29,52,7,484,436,132,201,454
2013-12-30,01,1,581,479,248,353,758
2013-12-31,01,2,538,402,209,334,800
2014-01-01,01,3,503,402,183,211,310
2014-01-02,01,4,504,220,139,264,852
2014-01-03,01,5,430,142,133,244,708
2014-01-04,01,6,126,40,36,92,303
2014-01-05,01,7,937,570,257,353,658
2014-01-06,02,1,2548,555,390,914,2167
2014-01-07,02,2,2974,608,452,1119,2442
2014-01-08,02,3,2892,695,457,1088,2343
2014-01-09,02,4,2966,603,417,1102,2534
2014-01-10,02,5,2870,613,434,1055,2294
2014-01-11,02,6,804,551,222,403,952
2014-01-12,02,7,1202,900,327,417,753
2014-01-13,03,1,1931,276,275,660,1773
2014-01-14,03,2,2381,315,305,852,2009
2014-01-15,03,3,2580,610,413,968,2230
2014-01-16,03,4,2140,292,257,758,1929
2014-01-17,03,5,1831,262,288,634,1741
2014-01-18,03,6,777,487,196,375,899
2014-01-19,03,7,487,145,66,229,646
2014-01-20,04,1,1932,247,222,614,1693
2014-01-21,04,2,2724,352,328,951,2166
2014-01-22,04,3,2890,714,493,1012,2252
2014-01-23,04,4,2548,345,327,869,2117
2014-01-24,04,5,2430,252,263,834,1974
2014-01-25,04,6,919,655,255,517,851
2014-01-26,04,7,705,301,189,286,664
2014-01-27,05,1,2754,476,355,815,2041
2014-01-28,05,2,3168,631,436,1036,2319
2014-01-29,05,3,2163,245,264,702,1832
2014-01-30,05,4,2502,286,302,806,1938
2014-01-31,05,5,2358,458,329,878,1961
2014-02-01,05,6,659,193,372,844,338
2014-02-02,05,7,509,93,226,536,127
2014-02-03,06,1,2881,474,944,2177,770
2014-02-04,06,2,2810,391,979,2273,484
2014-02-05,06,3,2107,215,636,1754,212
2014-02-06,06,4,2911,440,1008,2239,636
2014-02-07,06,5,1211,166,447,1228,154
2014-02-08,06,6,552,152,354,770,281
2014-02-09,06,7,1198,290,399,792,682
2014-02-10,07,1,2061,267,693,1730,261
2014-02-11,07,2,2970,417,970,2227,585
2014-02-12,07,3,2984,515,1093,2256,858
2014-02-13,07,4,1324,144,528,1212,129
2014-02-14,07,5,2284,329,839,1999,400
2014-02-15,07,6,1060,237,488,996,711
2014-02-16,07,7,259,43,387,401,65
2014-02-17,08,1,3053,461,966,2220,744
2014-02-18,08,2,3098,484,1004,2498,667
2014-02-19,08,3,3024,417,1011,2295,583
2014-02-20,08,4,3444,539,1094,2528,959
2014-02-21,08,5,1529,182,495,1541,188
2014-02-22,08,6,1350,444,527,1055,1069
2014-02-23,08,7,1766,457,602,834,1267
2014-02-24,09,1,3339,540,1127,2380,1084
2014-02-25,09,2,3237,426,1196,2554,716
2014-02-26,09,3,1213,133,472,1181,127
2014-02-27,09,4,2534,335,872,2098,488
2014-02-28,09,5,1832,220,613,1683,211
2014-03-01,09,6,488,341,91,248,686
2014-03-02,09,7,822,633,287,406,630
2014-03-03,10,1,711,220,182,357,1031
2014-03-04,10,2,972,207,200,435,1311
2014-03-05,10,3,1427,662,397,674,1614
2014-03-06,10,4,1923,993,472,769,1793
2014-03-07,10,5,1847,954,459,715,1664
2014-03-08,10,6,1429,1329,467,534,771
2014-03-09,10,7,1916,1233,548,569,797
2014-03-10,11,1,3391,1118,586,1063,1832
2014-03-11,11,2,3429,892,562,948,2070
2014-03-12,11,3,3725,1144,643,1099,1963
2014-03-13,11,4,3734,1067,579,1171,2057
2014-03-14,11,5,3150,952,517,918,1888
2014-03-15,11,6,1287,813,345,564,910
2014-03-16,11,7,1909,1033,460,601,869
2014-03-17,12,1,3846,1091,699,1350,2707
2014-03-18,12,2,5141,1189,797,1585,3014
2014-03-19,12,3,3941,981,670,1424,2766
2014-03-20,12,4,4280,1131,694,1410,2854
2014-03-21,12,5,3519,985,590,1260,2641
2014-03-22,12,6,579,191,96,238,688
2014-03-23,12,7,407,166,132,170,544
2014-03-24,13,1,1927,320,308,705,1693
2014-03-25,13,2,3053,602,502,1078,2484
2014-03-26,13,3,3253,787,603,1187,2558
2014-03-27,13,4,3568,868,536,1238,2752
2014-03-28,13,5,3418,919,608,1235,2586
2014-03-29,13,6,1721,1185,586,722,1237
2014-03-30,13,7,2025,1179,561,630,1005
2014-03-31,14,1,3783,1089,628,1277,2723
2014-04-01,14,2,4265,1143,742,1534,3001
2014-04-02,14,3,4222,1196,753,1461,2926
2014-04-03,14,4,3712,768,515,1238,2755
2014-04-04,14,5,3106,605,445,1063,2566
2014-04-05,14,6,1067,611,258,453,1061
2014-04-06,14,7,2287,1552,648,744,1100
2014-04-07,15,1,4247,1419,798,1467,2889
2014-04-08,15,2,2872,517,394,989,2226
2014-04-09,15,3,4491,1373,838,1522,2883
2014-04-10,15,4,4630,1313,743,1632,2995
2014-04-11,15,5,4138,1027,707,1473,2821
2014-04-12,15,6,2569,1367,621,966,1391
2014-04-13,15,7,2447,1270,610,732,1028
2014-04-14,16,1,4258,1195,736,1523,2886
2014-04-15,16,2,4460,986,757,1592,3049
2014-04-16,16,3,4490,1373,786,1588,3041
2014-04-17,16,4,4364,1157,665,1467,3083
2014-04-18,16,5,3030,676,472,1127,2563
2014-04-19,16,6,988,643,371,533,920
2014-04-20,16,7,998,617,285,304,723
2014-04-21,17,1,905,454,210,354,492
2014-04-22,17,2,3068,747,490,1187,2416
2014-04-23,17,3,3945,1259,653,1342,2749
2014-04-24,17,4,4322,1168,692,1582,3046
2014-04-25,17,5,2665,435,389,1004,2242
2014-04-26,17,6,1531,1069,428,605,1087
2014-04-27,17,7,1182,612,290,469,785
2014-04-28,18,1,1767,515,326,670,1671
2014-04-29,18,2,2743,1048,594,1017,2060
2014-04-30,18,3,1710,412,285,568,1511
2014-05-01,18,4,2021,1238,547,545,819
2014-05-02,18,5,490,90,93,202,568
2014-05-03,18,6,415,204,106,189,489
2014-05-04,18,7,1223,689,329,479,661
2014-05-05,19,1,3771,1439,697,1080,1951
2014-05-06,19,2,3436,948,630,1021,2049
2014-05-07,19,3,1657,299,238,497,1151
2014-05-08,19,4,2129,1533,571,664,872
2014-05-09,19,5,2497,1079,605,829,1396
2014-05-10,19,6,1727,1108,564,589,915
2014-05-11,19,7,1263,544,306,399,674
2014-05-12,20,1,3414,788,534,1187,2504
2014-05-13,20,2,2617,518,359,935,2248
2014-05-14,20,3,3175,668,523,1160,2507
2014-05-15,20,4,3534,907,649,1246,2790
2014-05-16,20,5,3107,869,580,1192,2593
2014-05-17,20,6,2169,1302,574,838,1458
2014-05-18,20,7,2603,1534,647,833,1209
2014-05-19,21,1,3518,971,583,1331,2799
2014-05-20,21,2,3830,1051,755,1459,3031
2014-05-21,21,3,3684,1080,750,1321,2843
2014-05-22,21,4,2762,579,440,1069,2453
2014-05-23,21,5,3468,966,640,1294,2803
2014-05-24,21,6,2037,1306,637,897,1528
2014-05-25,21,7,1560,837,383,568,1000
2014-05-26,22,1,2402,552,371,944,2186
2014-05-27,22,2,2336,368,330,897,2126
2014-05-28,22,3,3076,964,616,1161,2452
2014-05-29,22,4,2259,1151,468,683,933
2014-05-30,22,5,1562,858,449,742,1367
2014-05-31,22,6,1170,972,350,590,983
2014-06-01,22,7,2350,1300,634,686,992
2014-06-02,23,1,3359,908,564,1338,2829
2014-06-03,23,2,3615,1255,807,1599,3146
2014-06-04,23,3,2279,492,381,924,2335
2014-06-05,23,4,3651,1248,802,1563,3116
2014-06-06,23,5,3254,998,699,1416,3001
2014-06-07,23,6,1688,1151,552,724,1277
2014-06-08,23,7,1821,870,345,607,858
2014-06-09,24,1,1780,1139,428,607,1007
2014-06-10,24,2,2764,798,476,1234,2665
2014-06-11,24,3,3550,1070,721,1395,2939
2014-06-12,24,4,3694,1074,710,1463,3055
2014-06-13,24,5,3321,1048,627,1257,2913
2014-06-14,24,6,1726,923,473,715,1257
2014-06-15,24,7,968,443,269,395,881
2014-06-16,25,1,3182,986,564,1229,2626
2014-06-17,25,2,2714,857,598,1198,2682
2014-06-18,25,3,2216,521,417,923,2151
2014-06-19,25,4,3554,1163,726,1383,2799
2014-06-20,25,5,3417,1152,705,1369,2754
2014-06-21,25,6,1861,937,404,669,1267
2014-06-22,25,7,2195,988,421,574,927
2014-06-23,26,1,3054,948,604,1214,2588
2014-06-24,26,2,3031,935,639,1168,2721
2014-06-25,26,3,3093,1029,640,1199,2609
2014-06-26,26,4,3531,1229,693,1498,2993
2014-06-27,26,5,3281,1050,590,1164,2683
2014-06-28,26,6,1150,828,395,577,1180
2014-06-29,26,7,925,404,250,318,662
2014-06-30,27,1,2831,756,564,1026,2507
2014-07-01,27,2,3121,1213,718,1368,2816
2014-07-02,27,3,2001,581,400,963,2014
2014-07-03,27,4,3310,1350,739,1397,2884
2014-07-04,27,5,2150,561,379,988,2331
2014-07-05,27,6,1520,903,389,660,1194
2014-07-06,27,7,1706,869,301,558,910
2014-07-07,28,1,1756,418,396,770,1708
2014-07-08,28,2,1438,375,283,585,1534
2014-07-09,28,3,957,151,176,408,1046
2014-07-10,28,4,937,171,172,406,1069
2014-07-11,28,5,1603,480,312,733,1602
2014-07-12,28,6,582,228,171,323,643
2014-07-13,28,7,1500,861,419,433,752
2014-07-14,29,1,1439,1122,320,387,578
2014-07-15,29,2,2879,1032,627,1133,2129
2014-07-16,29,3,2978,1017,670,1061,2075
2014-07-17,29,4,2857,945,602,1070,2100
2014-07-18,29,5,2863,779,588,1164,2051
2014-07-19,29,6,1329,664,508,546,976
2014-07-20,29,7,633,941,128,247,504
2014-07-21,30,1,830,851,140,390,913
2014-07-22,30,2,1278,425,249,537,1233
2014-07-23,30,3,2294,1073,512,841,1713
2014-07-24,30,4,2376,1027,436,927,1852
2014-07-25,30,5,2259,861,471,850,1708
2014-07-26,30,6,1202,667,291,500,791
2014-07-27,30,7,1552,505,359,478,772
2014-07-28,31,1,1465,410,331,671,1331
2014-07-29,31,2,523,1233,106,304,696
2014-07-30,31,3,1321,1243,311,581,1199
2014-07-31,31,4,2056,1003,529,911,1691
2014-08-01,31,5,1951,798,467,809,1545
2014-08-02,31,6,903,818,282,403,718
2014-08-03,31,7,1249,664,369,412,616
2014-08-04,32,1,1358,812,466,670,1218
2014-08-05,32,2,1774,1053,548,847,1454
2014-08-06,32,3,1909,214,582,820,1451
2014-08-07,32,4,1711,378,501,755,1424
2014-08-08,32,5,1529,719,440,669,1348
2014-08-09,32,6,1116,953,278,458,708
2014-08-10,32,7,1327,858,257,478,671
2014-08-11,33,1,1173,1116,320,566,1042
2014-08-12,33,2,1360,941,415,638,1285
2014-08-13,33,3,802,378,189,433,747
2014-08-14,33,4,1368,574,464,643,1188
2014-08-15,33,5,675,799,195,289,447
2014-08-16,33,6,1062,883,317,458,556
2014-08-17,33,7,1323,801,436,506,623
2014-08-18,34,1,2043,896,574,793,1340
2014-08-19,34,2,1386,1188,361,554,1078
2014-08-20,34,3,1956,1196,579,808,1468
2014-08-21,34,4,2167,1139,644,924,1631
2014-08-22,34,5,2068,1058,566,797,1474
2014-08-23,34,6,1213,536,307,429,783
2014-08-24,34,7,1654,771,470,470,696
2014-08-25,35,1,2402,1041,619,973,1748
2014-08-26,35,2,1021,883,218,450,1133
2014-08-27,35,3,2566,1012,584,920,1877
2014-08-28,35,4,2912,1194,690,1121,2047
