date,week,dow,smh1,drac1,eyb1,gre1,gre2
2009-09-01,36,2,2415,745,744,1347,2420
2009-09-02,36,3,1914,424,469,1006,2087
2009-09-03,36,4,2217,522,597,1333,2415
2009-09-04,36,5,1761,415,463,1101,2142
2009-09-05,36,6,1253,563,440,575,1102
2009-09-06,36,7,1793,699,578,722,1078
2009-09-07,37,1,2630,624,715,1441,2334
2009-09-08,37,2,2823,620,707,1532,2748
2009-09-09,37,3,2747,669,782,1640,2674
2009-09-10,37,4,2799,671,717,1546,2616
2009-09-11,37,5,2416,549,647,1295,2516
2009-09-12,37,6,1106,567,495,675,985
2009-09-13,37,7,1769,621,504,764,1045
2009-09-14,38,1,2680,441,516,1216,2324
2009-09-15,38,2,2222,389,420,1220,2170
2009-09-16,38,3,2159,441,435,941,1842
2009-09-17,38,4,3095,522,577,1441,2528
2009-09-18,38,5,2566,501,552,1241,2430
2009-09-19,38,6,1237,498,487,644,1100
2009-09-20,38,7,1173,333,292,486,785
2009-09-21,39,1,2760,510,563,1446,2349
2009-09-22,39,2,3542,550,662,1565,2727
2009-09-23,39,3,3603,584,736,1681,2780
2009-09-24,39,4,3589,236,680,1661,2683
2009-09-25,39,5,2611,211,580,1404,2502
2009-09-26,39,6,1291,676,465,686,1064
2009-09-27,39,7,1811,894,533,691,1049
2009-09-28,40,1,3489,495,623,1529,2469
2009-09-29,40,2,3691,485,646,1751,3212
2009-09-30,40,3,3776,493,803,1616,3112
2009-10-01,40,4,3830,159,739,1697,3010
2009-10-02,40,5,3701,94,754,1737,2785
2009-10-03,40,6,1441,467,453,738,870
2009-10-04,40,7,1719,495,481,825,988
2009-10-05,41,1,3262,257,618,1419,718
2009-10-06,41,2,3422,284,627,1507,2621
2009-10-07,41,3,3604,153,759,1537,2994
2009-10-08,41,4,2247,52,263,924,1569
2009-10-09,41,5,2546,164,395,1129,1464
2009-10-10,41,6,674,279,215,399,711
2009-10-11,41,7,2195,708,472,642,893
2009-10-12,42,1,2122,156,315,918,1563
2009-10-13,42,2,3113,381,512,1444,2603
2009-10-14,42,3,3061,422,546,1411,2573
2009-10-15,42,4,2766,297,445,1190,2209
2009-10-16,42,5,2357,325,415,1033,2100
2009-10-17,42,6,918,291,231,470,939
2009-10-18,42,7,1041,393,266,408,753
2009-10-19,43,1,2738,372,484,1248,2184
2009-10-20,43,2,2916,352,466,1151,2298
2009-10-21,43,3,2433,250,378,1030,1971
2009-10-22,43,4,2656,313,406,1174,2141
2009-10-23,43,5,1624,197,233,809,1592
2009-10-24,43,6,962,550,409,510,949
2009-10-25,43,7,827,436,365,423,739
2009-10-26,44,1,1709,490,536,848,1665
2009-10-27,44,2,1853,546,533,916,1957
2009-10-28,44,3,1627,514,550,907,1996
2009-10-29,44,4,1669,513,499,978,1903
2009-10-30,44,5,1486,419,453,817,1705
2009-10-31,44,6,777,434,305,428,822
2009-11-01,44,7,981,523,331,535,721
2009-11-02,45,1,1508,103,172,456,1090
2009-11-03,45,2,1482,86,187,529,1268
2009-11-04,45,3,1782,145,268,656,1325
2009-11-05,45,4,2324,180,390,1017,1944
2009-11-06,45,5,1937,228,340,896,1876
2009-11-07,45,6,457,84,114,258,598
2009-11-08,45,7,730,264,187,308,777
2009-11-09,46,1,1969,76,242,858,1623
2009-11-10,46,2,2467,120,336,989,1964
2009-11-11,46,3,1185,251,300,646,840
2009-11-12,46,4,2596,135,367,1021,2065
2009-11-13,46,5,2332,193,370,1107,2206
2009-11-14,46,6,905,174,261,571,1011
2009-11-15,46,7,1134,315,337,512,867
2009-11-16,47,1,2891,207,485,1249,2263
2009-11-17,47,2,3010,187,565,1304,2521
2009-11-18,47,3,3046,225,573,1297,2468
2009-11-19,47,4,2885,176,454,1347,2420
2009-11-20,47,5,2515,207,452,1382,2379
2009-11-21,47,6,1029,286,309,637,998
2009-11-22,47,7,418,44,93,202,487
2009-11-23,48,1,2277,120,361,1059,1886
2009-11-24,48,2,2378,121,293,923,1981
2009-11-25,48,3,2706,268,464,1245,2381
2009-11-26,48,4,2435,133,369,1062,2074
2009-11-27,48,5,2126,146,335,988,2083
2009-11-28,48,6,933,323,336,539,1004
2009-11-29,48,7,620,122,111,258,665
2009-11-30,49,1,1201,29,118,521,1144
2009-12-01,49,2,1975,75,252,808,1844
2009-12-02,49,3,2243,139,409,1082,2014
2009-12-03,49,4,1891,60,250,855,1708
2009-12-04,49,5,1426,52,209,671,1454
2009-12-05,49,6,587,104,236,355,819
2009-12-06,49,7,394,114,130,209,603
2009-12-07,50,1,1718,51,198,780,1583
2009-12-08,50,2,2303,133,308,936,2021
2009-12-09,50,3,2431,171,418,1049,2115
2009-12-10,50,4,2485,156,375,1017,2133
2009-12-11,50,5,2143,130,319,981,1990
2009-12-12,50,6,509,71,140,316,681
2009-12-13,50,7,420,54,108,190,564
2009-12-14,51,1,2013,82,304,915,1813
2009-12-15,51,2,1952,85,254,845,1832
2009-12-16,51,3,1661,78,260,765,1703
2009-12-17,51,4,1706,80,222,782,1668
2009-12-18,51,5,1248,55,167,596,1356
2009-12-19,51,6,175,85,51,135,260
2009-12-20,51,7,92,16,27,52,203
2009-12-21,52,1,389,26,108,254,676
2009-12-22,52,2,563,166,177,311,1012
2009-12-23,52,3,320,109,158,278,801
2009-12-24,52,4,189,83,85,183,603
2009-12-25,52,5,111,61,41,92,168
2009-12-26,52,6,213,139,114,169,347
2009-12-27,52,7,336,185,125,172,372
2009-12-28,53,1,128,51,110,149,442
2009-12-29,53,2,303,137,153,288,612
2009-12-30,53,3,280,85,131,216,566
2009-12-31,53,4,251,121,103,226,561
2010-01-01,53,5,87,12,21,36,149
2010-01-02,53,6,195,154,99,186,341
2010-01-03,53,7,277,95,69,218,439
2010-01-04,01,1,637,87,138,397,766
2010-01-05,01,2,979,150,163,493,1190
2010-01-06,01,3,1227,46,206,668,1437
2010-01-07,01,4,1242,54,202,718,1435
2010-01-08,01,5,549,89,104,280,663
2010-01-09,01,6,120,73,42,97,295
2010-01-10,01,7,116,49,33,77,232
2010-01-11,02,1,955,84,154,598,1068
2010-01-12,02,2,874,140,156,563,1216
2010-01-13,02,3,712,89,113,427,974
2010-01-14,02,4,977,101,183,566,1328
2010-01-15,02,5,1025,111,136,570,1241
2010-01-16,02,6,260,43,72,242,516
2010-01-17,02,7,312,121,56,222,394
2010-01-18,03,1,1694,162,257,792,1671
2010-01-19,03,2,1656,184,294,828,1727
2010-01-20,03,3,1255,94,189,682,1403
2010-01-21,03,4,1396,107,201,742,1478
2010-01-22,03,5,1386,168,246,732,1605
2010-01-23,03,6,397,185,170,279,638
2010-01-24,03,7,501,159,131,223,497
2010-01-25,04,1,1535,92,197,605,1477
2010-01-26,04,2,1545,105,229,731,1596
2010-01-27,04,3,1531,99,251,663,1496
2010-01-28,04,4,1520,67,231,740,1473
2010-01-29,04,5,1351,95,228,702,1376
2010-01-30,04,6,365,127,122,272,560
2010-01-31,04,7,500,209,192,207,530
2010-02-01,05,1,1596,130,263,728,1545
2010-02-02,05,2,1495,94,217,710,1442
2010-02-03,05,3,1767,172,360,893,1576
2010-02-04,05,4,1830,174,306,776,1715
2010-02-05,05,5,1047,41,169,481,1127
2010-02-06,05,6,329,56,49,216,381
2010-02-07,05,7,443,193,106,222,479
2010-02-08,06,1,1948,203,339,854,1754
2010-02-09,06,2,1278,47,144,598,1266
2010-02-10,06,3,1197,36,177,602,1182
2010-02-11,06,4,1017,41,163,523,828
2010-02-12,06,5,893,30,146,404,954
2010-02-13,06,6,245,62,86,193,452
2010-02-14,06,7,256,81,85,121,419
2010-02-15,07,1,1013,170,308,528,1090
2010-02-16,07,2,970,145,238,587,1165
2010-02-17,07,3,770,66,143,366,885
2010-02-18,07,4,1049,216,280,488,1075
2010-02-19,07,5,435,28,68,181,587
2010-02-20,07,6,561,248,239,349,598
2010-02-21,07,7,710,241,228,259,528
2010-02-22,08,1,1876,255,302,705,1352
2010-02-23,08,2,1273,59,164,519,1086
2010-02-24,08,3,1447,117,249,448,1206
2010-02-25,08,4,1555,130,225,591,1275
2010-02-26,08,5,1472,180,237,535,1191
2010-02-27,08,6,690,244,256,320,690
2010-02-28,08,7,917,261,232,353,651
2010-03-01,09,1,2280,326,419,1043,1871
2010-03-02,09,2,2563,382,457,1117,2169
2010-03-03,09,3,1673,122,224,718,1592
2010-03-04,09,4,1743,145,267,741,1289
2010-03-05,09,5,1841,219,343,825,1775
2010-03-06,09,6,717,381,253,402,760
2010-03-07,09,7,183,26,22,98,314
2010-03-08,10,1,1625,116,227,764,1449
2010-03-09,10,2,1843,150,277,816,1727
2010-03-10,10,3,1761,254,294,738,1593
2010-03-11,10,4,1781,173,256,789,1608
2010-03-12,10,5,1686,161,292,736,1536
2010-03-13,10,6,847,484,305,378,762
2010-03-14,10,7,940,436,324,374,648
2010-03-15,11,1,2134,246,353,943,1795
2010-03-16,11,2,2550,444,479,1032,1998
2010-03-17,11,3,2660,571,568,1095,2109
2010-03-18,11,4,2511,431,430,1028,2099
2010-03-19,11,5,2238,466,460,992,2009
2010-03-20,11,6,1142,469,392,500,901
2010-03-21,11,7,702,265,212,279,633
2010-03-22,12,1,2266,262,368,937,1789
2010-03-23,12,2,3192,734,657,1258,2341
2010-03-24,12,3,3043,558,694,1164,2411
2010-03-25,12,4,2761,378,463,1152,2317
2010-03-26,12,5,1162,139,214,520,1203
2010-03-27,12,6,400,143,89,208,539
2010-03-28,12,7,820,306,281,345,665
2010-03-29,13,1,2613,502,498,1112,2097
2010-03-30,13,2,1723,176,250,799,1697
2010-03-31,13,3,2186,290,408,894,1909
2010-04-01,13,4,1765,224,238,701,1464
2010-04-02,13,5,2253,438,492,986,1952
2010-04-03,13,6,692,310,225,355,726
2010-04-04,13,7,773,316,184,293,602
2010-04-05,14,1,1809,838,611,532,656
2010-04-06,14,2,2892,585,597,1167,2317
2010-04-07,14,3,1792,247,326,698,1596
2010-04-08,14,4,1628,172,289,770,1528
2010-04-09,14,5,2214,401,519,923,1889
2010-04-10,14,6,1253,717,368,429,976
2010-04-11,14,7,1682,828,582,550,889
2010-04-12,15,1,1092,183,234,486,1173
2010-04-13,15,2,1305,333,350,598,1348
2010-04-14,15,3,1994,667,581,814,1683
2010-04-15,15,4,1696,540,553,772,1621
2010-04-16,15,5,1688,459,406,652,1476
2010-04-17,15,6,1431,794,491,526,922
2010-04-18,15,7,1890,892,515,734,888
2010-04-19,16,1,3010,882,604,966,1713
2010-04-20,16,2,2988,671,652,1055,1976
2010-04-21,16,3,3227,896,773,1113,2066
2010-04-22,16,4,3168,677,632,1135,2069
2010-04-23,16,5,2519,567,549,860,1747
2010-04-24,16,6,1967,916,545,602,1075
2010-04-25,16,7,2599,1133,740,861,1228
2010-04-26,17,1,3182,555,657,1235,2361
2010-04-27,17,2,3442,712,712,1456,2729
2010-04-28,17,3,3771,998,891,1490,2787
2010-04-29,17,4,3601,770,711,1527,2687
2010-04-30,17,5,3445,395,514,1227,2482
2010-05-01,17,6,708,244,159,307,662
2010-05-02,17,7,652,195,152,272,498
2010-05-03,18,1,2128,252,323,881,1260
2010-05-04,18,2,1836,140,228,738,1677
2010-05-05,18,3,1255,120,211,507,1192
2010-05-06,18,4,1970,237,300,896,1855
2010-05-07,18,5,3297,493,522,1244,2748
2010-05-08,18,6,1305,656,414,528,863
2010-05-09,18,7,1027,400,256,37,886
2010-05-10,19,1,1663,256,285,698,1521
2010-05-11,19,2,1880,269,286,880,1713
2010-05-12,19,3,1665,155,245,697,1501
2010-05-13,19,4,635,271,226,331,517
2010-05-14,19,5,802,142,190,328,768
2010-05-15,19,6,360,125,89,203,438
2010-05-16,19,7,1060,386,293,360,652
2010-05-17,20,1,2412,402,487,1241,2270
2010-05-18,20,2,2799,545,698,987,2351
2010-05-19,20,3,2773,447,493,1045,2444
2010-05-20,20,4,2966,549,718,1305,2478
2010-05-21,20,5,3576,505,711,1312,2877
2010-05-22,20,6,1965,710,630,689,1465
2010-05-23,20,7,1977,840,711,897,1689
2010-05-24,21,1,2281,1045,1196,1124,2004
2010-05-25,21,2,3291,679,740,1223,2879
2010-05-26,21,3,2724,532,765,1189,2353
2010-05-27,21,4,2755,458,512,1098,2318
2010-05-28,21,5,3383,443,665,1297,2794
2010-05-29,21,6,1657,701,615,914,1565
2010-05-30,21,7,904,291,257,290,547
2010-05-31,22,1,1612,204,278,666,1301
2010-06-01,22,2,2902,555,670,1256,2628
2010-06-02,22,3,2527,428,642,1113,2444
2010-06-03,22,4,3319,695,740,1411,2791
2010-06-04,22,5,3894,797,947,1653,2993
2010-06-05,22,6,2151,768,576,793,1250
2010-06-06,22,7,1169,484,333,436,816
2010-06-07,23,1,2361,490,528,999,2164
2010-06-08,23,2,2983,536,664,1352,2637
2010-06-09,23,3,2964,655,792,1489,2642
2010-06-10,23,4,2913,507,630,1238,2693
2010-06-11,23,5,3691,456,482,1528,2905
2010-06-12,23,6,1124,487,383,792,1258
2010-06-13,23,7,1834,807,539,714,1248
2010-06-14,24,1,2232,359,515,967,2329
2010-06-15,24,2,1179,119,150,439,1365
2010-06-16,24,3,1268,181,249,456,1447
2010-06-17,24,4,1616,222,262,616,1666
2010-06-18,24,5,2119,414,477,939,2270
2010-06-19,24,6,710,253,219,353,809
2010-06-20,24,7,381,47,98,168,425
2010-06-21,25,1,1784,309,386,689,1751
2010-06-22,25,2,2454,506,504,992,2401
2010-06-23,25,3,2914,728,787,1049,2569
2010-06-24,25,4,3480,757,730,1164,2824
2010-06-25,25,5,2924,638,646,1063,2495
2010-06-26,25,6,1411,726,489,534,1089
2010-06-27,25,7,1732,648,414,627,964
2010-06-28,26,1,2729,557,636,1055,2485
2010-06-29,26,2,2755,663,714,1186,2673
2010-06-30,26,3,2589,717,687,1067,2456
2010-07-01,26,4,2548,778,714,1183,2590
2010-07-02,26,5,2297,703,571,1091,2333
2010-07-03,26,6,1036,729,305,510,1022
2010-07-04,26,7,1289,739,299,468,946
2010-07-05,27,1,2478,892,978,1077,2200
2010-07-06,27,2,2681,845,589,1084,2260
2010-07-07,27,3,2119,1033,705,1102,2325
2010-07-08,27,4,2527,884,656,1108,2434
2010-07-09,27,5,2245,767,548,1020,2084
2010-07-10,27,6,817,637,288,413,834
2010-07-11,27,7,1059,389,285,468,737
2010-07-12,28,1,2037,278,559,796,1769
2010-07-13,28,2,2097,765,562,898,1860
2010-07-14,28,3,1280,657,359,464,648
2010-07-15,28,4,2046,722,564,840,1714
2010-07-16,28,5,1900,734,507,789,1691
2010-07-17,28,6,793,658,308,388,784
2010-07-18,28,7,1156,808,412,440,745
2010-07-19,29,1,2082,785,531,876,1835
2010-07-20,29,2,2438,837,616,1090,2123
2010-07-21,29,3,2273,854,584,916,1954
2010-07-22,29,4,1703,551,353,707,1654
2010-07-23,29,5,1285,370,263,555,1417
2010-07-24,29,6,766,750,382,435,838
2010-07-25,29,7,1192,892,324,454,835
2010-07-26,30,1,1958,790,487,785,1692
2010-07-27,30,2,2075,839,546,820,1806
2010-07-28,30,3,2139,965,628,885,1806
2010-07-29,30,4,1319,405,314,534,1389
2010-07-30,30,5,1678,831,494,799,1756
2010-07-31,30,6,970,815,420,512,891
2010-08-01,30,7,870,562,335,357,680
2010-08-02,31,1,887,399,336,482,1084
2010-08-03,31,2,1033,526,334,478,1210
2010-08-04,31,3,1622,1010,963,697,1598
2010-08-05,31,4,586,201,182,319,837
2010-08-06,31,5,1302,836,412,661,1599
2010-08-07,31,6,852,813,389,487,1038
2010-08-08,31,7,1001,776,338,419,772
2010-08-09,32,1,1415,771,489,619,1266
2010-08-10,32,2,1414,812,523,749,1401
2010-08-11,32,3,1299,738,469,709,1325
2010-08-12,32,4,1121,572,398,638,1359
2010-08-13,32,5,1247,763,509,606,1168
2010-08-14,32,6,512,477,250,266,496
2010-08-15,32,7,454,331,186,176,622
2010-08-16,33,1,649,272,189,461,886
2010-08-17,33,2,1681,964,531,850,1609
2010-08-18,33,3,1283,742,515,697,1346
2010-08-19,33,4,1626,845,576,793,1493
2010-08-20,33,5,809,352,259,369,1093
2010-08-21,33,6,895,799,366,485,1113
2010-08-22,33,7,1128,736,260,389,804
2010-08-23,34,1,1710,740,585,823,1641
2010-08-24,34,2,1592,671,459,694,2170
2010-08-25,34,3,2156,1087,685,926,2078
2010-08-26,34,4,2154,836,636,916,2273
2010-08-27,34,5,1662,620,416,745,1517
2010-08-28,34,6,832,538,324,400,975
2010-08-29,34,7,1400,1168,536,531,898
2010-08-30,35,1,1837,553,495,833,1718
2010-08-31,35,2,2322,799,702,1104,2195
2010-09-01,35,3,2810,1008,825,1456,2447
2010-09-02,35,4,2804,902,693,1293,2425
2010-09-03,35,5,2722,840,703,1124,2360
2010-09-04,35,6,1504,941,588,699,1121
2010-09-05,35,7,1890,1163,454,664,1047
2010-09-06,36,1,2956,812,693,1276,2418
2010-09-07,36,2,1924,303,280,747,1884
2010-09-08,36,3,2895,773,653,1101,3398
2010-09-09,36,4,3038,707,608,1246,3665
2010-09-10,36,5,2918,725,631,1137,2727
2010-09-11,36,6,1702,1017,577,619,1557
2010-09-12,36,7,2089,1224,612,718,1395
2010-09-13,37,1,3331,563,535,1230,3356
2010-09-14,37,2,3647,850,616,1418,3345
2010-09-15,37,3,4052,1039,794,1434,2787
2010-09-16,37,4,3487,688,516,1273,2535
2010-09-17,37,5,2122,122,287,817,1999
2010-09-18,37,6,420,70,95,204,537
2010-09-19,37,7,1438,874,419,519,975
2010-09-20,38,1,3809,893,649,1383,2580
2010-09-21,38,2,4067,862,670,1548,2820
2010-09-22,38,3,4104,1062,823,1432,2788
2010-09-23,38,4,4603,1012,1228,1533,3033
2010-09-24,38,5,2244,214,290,817,1883
2010-09-25,38,6,390,75,142,199,581
2010-09-26,38,7,2777,451,267,310,826
2010-09-27,39,1,3469,557,474,1171,3116
2010-09-28,39,2,3728,599,559,1353,2829
2010-09-29,39,3,3813,749,651,1253,2683
2010-09-30,39,4,3613,513,437,1230,2512
2010-10-01,39,5,3459,649,528,1220,2566
2010-10-02,39,6,1556,838,453,654,1620
2010-10-03,39,7,1892,971,467,546,1192
2010-10-04,40,1,2659,205,295,917,1868
2010-10-05,40,2,2861,419,354,1077,2564
2010-10-06,40,3,3983,887,783,1355,2770
2010-10-07,40,4,4680,845,648,1707,3104
2010-10-08,40,5,3768,595,575,1409,2706
2010-10-09,40,6,1486,870,430,679,1286
2010-10-10,40,7,1352,762,405,462,966
2010-10-11,41,1,3062,261,324,988,2105
2010-10-12,41,2,4984,780,739,1452,3066
2010-10-13,41,3,3769,587,597,1318,3622
2010-10-14,41,4,3781,519,534,1262,2580
2010-10-15,41,5,2928,427,497,1081,2386
2010-10-16,41,6,905,387,193,340,944
2010-10-17,41,7,625,83,73,181,483
2010-10-18,42,1,2779,228,381,1008,1994
2010-10-19,42,2,4130,524,496,1266,2921
2010-10-20,42,3,3031,354,426,979,2145
2010-10-21,42,4,3810,651,585,1313,2650
2010-10-22,42,5,3133,500,529,1158,2453
2010-10-23,42,6,997,666,383,453,979
2010-10-24,42,7,140,36,37,75,242
2010-10-25,43,1,837,93,156,393,953
2010-10-26,43,2,1492,380,404,653,1718
2010-10-27,43,3,1690,660,468,775,1704
2010-10-28,43,4,1869,692,614,856,1902
2010-10-29,43,5,1720,617,483,807,1716
2010-10-30,43,6,619,290,208,298,680
2010-10-31,43,7,347,130,106,169,505
2010-11-01,44,1,775,409,267,316,490
2010-11-02,44,2,2542,218,286,662,1582
2010-11-03,44,3,3519,736,637,1046,2980
2010-11-04,44,4,3771,658,697,1246,2632
2010-11-05,44,5,3186,629,570,1164,2540
2010-11-06,44,6,1567,899,456,599,1299
2010-11-07,44,7,566,254,179,206,880
2010-11-08,45,1,2698,253,295,893,3011
2010-11-09,45,2,2880,236,293,911,3700
2010-11-10,45,3,2305,198,298,786,3010
2010-11-11,45,4,1267,695,330,477,1374
2010-11-12,45,5,1016,59,127,351,1389
2010-11-13,45,6,1180,900,441,523,1910
2010-11-14,45,7,1413,271,301,426,2171
2010-11-15,46,1,1717,141,337,558,1613
2010-11-16,46,2,1607,111,485,543,1545
2010-11-17,46,3,3066,542,565,995,2552
2010-11-18,46,4,2337,212,573,848,2022
2010-11-19,46,5,2777,502,454,1042,2546
2010-11-20,46,6,885,347,452,356,981
2010-11-21,46,7,1216,689,309,487,2070
2010-11-22,47,1,2328,198,93,739,1970
2010-11-23,47,2,2792,274,361,870,2147
2010-11-24,47,3,2757,331,293,972,2381
2010-11-25,47,4,2605,274,464,910,1998
2010-11-26,47,5,1662,151,369,639,1547
2010-11-27,47,6,500,136,335,248,704
2010-11-28,47,7,508,194,336,224,508
2010-11-29,48,1,2606,374,111,917,1991
2010-11-30,48,2,2379,214,118,847,2047
2010-12-01,48,3,1055,19,252,442,743
2010-12-02,48,4,1319,16,409,622,1350
2010-12-03,48,5,1173,9,250,504,1708
2010-12-04,48,6,609,12,209,177,436
2010-12-05,48,7,168,17,236,97,345
2010-12-06,49,1,1394,107,130,559,1371
2010-12-07,49,2,2089,207,198,863,1827
2010-12-08,49,3,2399,323,308,829,1875
2010-12-09,49,4,2105,211,418,745,2126
2010-12-10,49,5,2162,247,375,689,3849
2010-12-11,49,6,548,225,319,292,1518
2010-12-12,49,7,412,149,140,146,1374
2010-12-13,50,1,2154,297,108,762,2984
2010-12-14,50,2,2146,231,304,753,1984
2010-12-15,50,3,1710,154,254,643,1495
2010-12-16,50,4,1796,169,260,782,1668
2010-12-17,50,5,799,9,222,596,1356
2010-12-18,50,6,190,4,167,135,260
2010-12-19,50,7,206,4,51,52,203
2010-12-20,51,1,938,93,27,413,1161
2010-12-21,51,2,814,79,108,410,1119
2010-12-22,51,3,699,206,177,402,1088
2010-12-23,51,4,367,85,158,268,752
2010-12-24,51,5,103,49,85,119,365
2010-12-25,51,6,32,10,41,35,76
2010-12-26,51,7,95,28,114,34,146
2010-12-27,52,1,172,61,125,146,298
2010-12-28,52,2,283,99,110,196,500
2010-12-29,52,3,279,241,153,271,557
2010-12-30,52,4,289,185,131,293,618
2010-12-31,52,5,293,149,103,188,589
2011-01-01,52,6,191,117,87,90,193
2011-01-02,52,7,268,187,173,137,291
2011-01-03,01,1,1641,234,143,676,1500
2011-01-04,01,2,1885,250,180,775,1757
2011-01-05,01,3,1696,311,191,676,1887
2011-01-06,01,4,1455,144,146,562,1459
2011-01-07,01,5,1743,258,152,704,1715
2011-01-08,01,6,1185,810,209,510,913
2011-01-09,01,7,469,305,141,181,497
2011-01-10,02,1,1701,211,157,608,1664
2011-01-11,02,2,1676,190,146,660,1596
2011-01-12,02,3,1842,298,145,678,1754
2011-01-13,02,4,2084,403,195,850,1970
2011-01-14,02,5,2026,481,258,826,1878
2011-01-15,02,6,1051,828,216,478,1295
2011-01-16,02,7,1332,876,178,456,1031
2011-01-17,03,1,2415,523,183,871,3431
2011-01-18,03,2,1175,528,207,924,4084
2011-01-19,03,3,2248,371,259,789,2758
2011-01-20,03,4,2090,286,245,823,2678
2011-01-21,03,5,1880,248,319,762,2346
2011-01-22,03,6,488,260,226,264,710
2011-01-23,03,7,421,219,243,209,497
2011-01-24,04,1,2152,341,194,794,1996
2011-01-25,04,2,2070,321,256,795,1971
2011-01-26,04,3,1977,441,257,792,2118
2011-01-27,04,4,2043,403,244,856,2064
2011-01-28,04,5,1855,307,312,791,1773
2011-01-29,04,6,670,464,331,404,900
2011-01-30,04,7,504,250,231,191,520
2011-01-31,05,1,2005,287,228,800,1800
2011-02-01,05,2,2140,238,194,853,1837
2011-02-02,05,3,1918,109,188,721,1647
2011-02-03,05,4,2106,192,284,824,1765
2011-02-04,05,5,1976,401,252,873,1748
2011-02-05,05,6,898,798,242,442,920
2011-02-06,05,7,1264,873,172,449,675
2011-02-07,06,1,2446,622,171,998,1944
2011-02-08,06,2,2617,207,246,1077,2144
2011-02-09,06,3,2560,416,278,1005,2189
2011-02-10,06,4,2655,597,315,1036,2123
2011-02-11,06,5,2268,503,282,924,1974
2011-02-12,06,6,1103,772,235,396,898
2011-02-13,06,7,1246,891,270,507,715
2011-02-14,07,1,2244,349,203,856,1851
2011-02-15,07,2,1889,179,264,839,1646
2011-02-16,07,3,2341,404,269,866,1944
2011-02-17,07,4,2536,319,277,332,2177
2011-02-18,07,5,2342,431,389,541,1985
2011-02-19,07,6,1209,896,423,460,1068
2011-02-20,07,7,378,119,70,468,411
2011-02-21,08,1,2492,572,373,427,1958
2011-02-22,08,2,2304,353,392,475,2102
2011-02-23,08,3,2679,640,506,921,2081
2011-02-24,08,4,2177,323,303,898,1935
2011-02-25,08,5,2232,537,455,830,1819
2011-02-26,08,6,964,778,376,388,809
2011-02-27,08,7,175,36,26,93,204
2011-02-28,09,1,1157,335,309,469,1256
2011-03-01,09,2,1315,363,285,600,1445
2011-03-02,09,3,1328,365,297,567,1376
2011-03-03,09,4,1537,561,407,752,1448
2011-03-04,09,5,1419,643,410,605,1383
2011-03-05,09,6,836,836,374,438,777
2011-03-06,09,7,1077,786,372,369,688
2011-03-07,10,1,2444,633,524,792,1652
2011-03-08,10,2,2823,606,484,884,1771
2011-03-09,10,3,2887,834,603,884,1807
2011-03-10,10,4,2928,807,648,927,1752
2011-03-11,10,5,2743,806,590,860,1730
2011-03-12,10,6,953,665,331,324,722
2011-03-13,10,7,818,391,187,336,681
2011-03-14,11,1,2931,706,529,1187,2051
2011-03-15,11,2,2961,503,427,1079,2213
2011-03-16,11,3,2510,522,599,883,1995
2011-03-17,11,4,1326,106,186,497,1223
2011-03-18,11,5,2318,415,379,881,1948
2011-03-19,11,6,344,81,91,171,417
2011-03-20,11,7,1840,712,331,400,663
2011-03-21,12,1,2964,765,543,1071,2155
2011-03-22,12,2,3389,974,326,1234,2401
2011-03-23,12,3,3372,950,761,1201,2362
2011-03-24,12,4,3368,1040,649,1268,2515
2011-03-25,12,5,2973,873,663,1186,2359
2011-03-26,12,6,1753,1411,615,716,1179
2011-03-27,12,7,482,372,158,207,536
2011-03-28,13,1,2045,310,310,808,1827
2011-03-29,13,2,2702,620,511,1074,2323
2011-03-30,13,3,2442,537,490,967,2026
2011-03-31,13,4,2467,472,431,1034,2265
2011-04-01,13,5,2940,823,581,1083,2377
2011-04-02,13,6,2264,1530,692,867,1238
2011-04-03,13,7,2452,1376,702,743,1081
2011-04-04,14,1,2153,287,275,807,1718
2011-04-05,14,2,3737,1097,676,1313,2662
2011-04-06,14,3,4095,1265,841,1418,2660
2011-04-07,14,4,4127,1114,760,1407,2804
2011-04-08,14,5,3589,906,740,1252,2553
2011-04-09,14,6,2121,1436,751,717,1456
2011-04-10,14,7,2605,1526,869,868,1234
2011-04-11,15,1,3751,1017,675,1399,2503
2011-04-12,15,2,2827,434,379,1033,2240
2011-04-13,15,3,3654,954,770,1292,2749
2011-04-14,15,4,3454,739,633,1223,2601
2011-04-15,15,5,3317,706,599,1155,2468
2011-04-16,15,6,1813,1055,502,680,1334
2011-04-17,15,7,2321,1330,739,765,1151
2011-04-18,16,1,3746,772,728,1324,2521
2011-04-19,16,2,3916,926,717,1429,2727
2011-04-20,16,3,3884,1130,846,1385,2677
2011-04-21,16,4,3730,108,634,1398,2662
2011-04-22,16,5,3069,438,632,1191,2405
2011-04-23,16,6,958,512,294,363,781
2011-04-24,16,7,1494,836,446,484,799
2011-04-25,17,1,1410,1124,460,468,561
2011-04-26,17,2,2170,956,612,888,1887
2011-04-27,17,3,2515,1109,603,945,1866
2011-04-28,17,4,1696,507,376,710,1515
2011-04-29,17,5,1483,524,326,661,1445
2011-04-30,17,6,1575,1084,617,613,977
2011-05-01,17,7,2182,1398,667,699,1048
2011-05-02,18,1,2931,991,620,921,2001
2011-05-03,18,2,2919,466,475,893,1947
2011-05-04,18,3,3387,983,716,1150,2167
2011-05-05,18,4,3646,1159,742,1207,2297
